,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
37,ma,0,86.05887222617447,0,Republican,Other,Likely Af-Am (Modeled),Independent,111670.98409341993,Apartment,657378.2778269248,0
38,co,0,52.97273731939536,0,Democratic,European,Filipino,Democratic,81995.90843638204,Residential,224531.7999399408,0
39,ky,0,45.42079465693553,1,Democratic,European,Likely Af-Am (Modeled),Democratic & Republican,86827.29505486882,Residential,127389.67932915696,0
40,ca,0,19.42736452340344,1,Working Family Party,European,Indian/Hindu,Republican & Independent,68533.94688730672,Residential,1165074.9326378354,0
41,ny,1,61.89967444856772,0,Republican,European,Hispanic,Republican & Independent,98629.17082865936,Residential,316504.7414692455,0
42,tx,1,26.56187572324864,1,Non-Partisan,European,Scots,Republican & Independent,46080.72734325259,Residential,1927853.7823287114,0
43,nj,1,61.95048515752987,1,Republican,European,Likely Af-Am (Modeled),Democratic,87534.35560331421,Residential,1208013.6837214702,1
44,in,1,24.71580817462548,0,Non-Partisan,European,Scots,Independent,39956.11760568066,Residential,450320.4114118282,0
45,ca,1,61.36753548978378,0,Non-Partisan,European,African or Af-Am Self Reported,Democratic,90097.12275379003,Residential,125242.50617355584,1
46,ca,1,22.175777630150456,1,Democratic,Likely African-American,Irish,Democratic,154839.1000220872,Residential,133209.1797357229,0
47,ca,0,55.791029719598754,1,Republican,European,African or Af-Am Self Reported,Democratic & Independent,48258.617789440774,Residential,202140.1452261672,0
48,fl,0,46.058714645548946,1,Non-Partisan,East and South Asian,English/Welsh,Independent,76653.76734696637,Residential,1240752.8313884402,0
49,vt,1,59.54084572215083,0,Democratic,Likely African-American,Hispanic,Republican,66517.74471817257,Residential,929596.6148601682,0
50,wa,1,19.380309722060197,1,Democratic,European,Scots,Democratic & Independent,62892.144044767716,Residential,662616.0783430614,1
51,wa,1,45.80455966568314,0,Democratic,Other,English/Welsh,Independent,51957.34619707676,Duplex,104072.50329943323,1
52,ny,1,45.54921555639384,0,Republican,East and South Asian,Hispanic,Independent,80190.86784108539,Residential,397579.2715535031,0
53,ca,0,16.315085360466867,1,Non-Partisan,European,English/Welsh,Democratic,92473.51267159158,Residential,712901.75031035,0
54,ca,1,54.69411514348426,1,Non-Partisan,European,Scots,Republican & Independent,68477.35904264319,Apartment,120656.64212822435,1
55,or,1,51.5653018013118,1,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Democratic,90003.04579489319,Residential,13950.914492590964,0
56,ca,0,46.02882672897665,0,Republican,European,Likely Af-Am (Modeled),Republican & Independent,81538.27567460467,Residential,451426.76705066784,0
57,ia,1,43.05354758313146,0,Democratic,Hispanic and Portuguese,Italian,Democratic,78331.26970028793,Residential,814889.863337767,0
58,mi,0,51.37541090412717,1,Democratic,European,Scots,Republican,238808.86904265694,Residential,98263.66797009218,0
59,ny,1,60.39866392124029,1,Democratic,European,Hispanic,Democratic & Independent,42071.570435508576,Residential,404882.88765534526,0
60,ca,0,42.654623466225125,0,Non-Partisan,European,English/Welsh,Independent,128608.25004876178,Apartment,438733.98001292406,0
61,ky,0,59.687166150824986,1,Democratic,European,Hispanic,Independent,258889.9358581035,Residential,205295.23988676327,1
62,ca,1,67.63667238546259,0,Libertarian,European,English/Welsh,Independent,158539.9302060017,Residential,208301.45490172858,0
63,pa,0,66.90415370263769,0,Non-Partisan,Other,Hispanic,Republican & Independent,149744.679293909,Residential,370141.7477854045,0
64,mi,1,60.15563346895741,0,Republican,European,Scots,Independent,1609.8685675879515,Residential,126091.53245412669,0
65,pa,1,15.19455925572808,0,Democratic,Hispanic and Portuguese,Russian (omitting former Soviet States),Independent,47357.76257187432,Residential,179042.86623108512,0
66,or,0,79.97767057932465,0,Democratic,European,German,Independent,243377.09174089413,Residential,643419.5756501317,0
67,wy,1,28.125070414277964,1,Republican,Hispanic and Portuguese,Hispanic,Democratic & Independent,93857.61629597865,Residential,281442.60214906133,0
68,nh,1,22.151833277004744,1,Democratic,European,English/Welsh,Democratic,54836.10554384223,Residential,317047.5587778359,0
69,fl,1,64.68699623373105,1,Democratic,European,German,Republican,80794.20148791067,Residential,202683.4701216476,0
70,tx,1,60.72947975059193,0,Republican,European,Irish,Independent,160802.9954204537,Residential,398031.69924615556,0
71,tx,0,22.585965620633484,1,Democratic,Likely African-American,Italian,Independent,260401.94626133353,Residential,236262.3698456771,0
72,fl,0,36.737998266683384,1,Republican,Likely African-American,Italian,Democratic & Independent,68044.67038147933,Residential,325164.50212202,1
73,co,1,19.42921504408934,0,Republican,Hispanic and Portuguese,Vietnamese,Democratic & Independent,265116.17140514846,Mobil Home,199509.85088455694,0
74,il,1,55.805428202072235,0,Non-Partisan,Hispanic and Portuguese,Irish,Republican & Independent,61551.433327467596,Apartment,-24529.182621626576,0
75,wv,0,16.21306420545576,0,Republican,European,English/Welsh,Democratic,106843.79066785777,Residential,2859991.5325510968,0
76,ca,1,29.635815593705193,1,Non-Partisan,Other,Hispanic,Independent,160017.24637058805,Residential,259013.1972650379,0
77,ma,0,49.39070998624603,0,Democratic,Hispanic and Portuguese,Scots,Democratic & Republican,101287.48366576375,Residential,121780.07575837697,0
78,mi,1,49.90834790799515,1,Non-Partisan,Likely African-American,English/Welsh,Independent,71756.50847575697,Residential,191831.58935420658,0
79,ny,0,30.803566183161962,1,Democratic,European,Indian/Hindu,Democratic,2978.697816036556,Unknown,161717.45381425464,0
80,ny,1,60.15485585787353,0,Republican,European,Hispanic,Democratic,118326.7791970352,Apartment,306269.8180917635,1
81,ca,1,50.884230553346136,0,Democratic,European,Pakistani,Republican,59692.24714306887,Residential,233092.15725907497,0
82,ok,1,23.532453108879103,0,Republican,Other,Hispanic,Republican,222945.79123764107,Apartment,408177.8523060087,0
83,ca,1,76.32529730141415,1,Democratic,East and South Asian,Hispanic,Republican,24831.147931786174,Unknown,434028.5893942162,0
84,ca,0,40.33836047783444,1,Democratic,European,Polish,Democratic,91923.06777210202,Duplex,207259.28372156812,0
85,ca,1,33.11841998475723,0,Republican,Hispanic and Portuguese,Irish,Independent,41794.65341129029,Residential,383191.8405191991,0
86,ca,0,15.246696145998387,0,Republican,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic,118828.205852996,Residential,758906.2078528553,1
87,nj,1,47.35630596857924,1,Democratic,European,Hispanic,Democratic,93480.62677581322,Residential,298076.62721339427,0
88,oh,1,19.245404081904113,1,Republican,European,Hispanic,Republican,-3556.4998898816993,Residential,218678.96098738862,0
89,il,1,30.658968443425767,0,Non-Partisan,European,Italian,Democratic,111194.35610123508,Residential,160978.7384680643,1
90,va,1,24.796555260984576,0,Republican,Likely African-American,French,Democratic & Independent,91181.11979695658,Residential,455889.6677797309,0
91,ga,0,30.7782529288216,0,Non-Partisan,East and South Asian,Hispanic,Independent,83678.52112571924,Apartment,16417.881669978582,0
92,sc,1,21.06541728454324,0,Democratic,East and South Asian,English/Welsh,Democratic,57054.10324880085,Residential,211682.27839065215,0
93,ca,0,51.81202562534962,0,Democratic,Likely African-American,English/Welsh,Republican & Independent,245717.52725399728,Residential,198853.8897554295,0
94,sc,1,54.52819244696741,1,Other,East and South Asian,Russian (omitting former Soviet States),Independent,59791.37311471302,Residential,187844.69799704192,0
95,nc,1,67.95202685977706,0,Republican,European,English/Welsh,Independent,93203.42169958586,Residential,125269.2576246964,0
96,mi,1,59.8634238331896,1,Non-Partisan,European,Hispanic,Independent,116807.36061804875,Duplex,159315.42178235803,0
97,co,1,38.385323691278714,0,Democratic,European,Arab,Democratic,111916.60456362943,Residential,233034.31790785037,0
98,ms,0,53.538119947605715,1,Republican,European,Likely Af-Am (Modeled),Democratic,89522.36117416953,Residential,151222.1318328089,0
99,al,0,19.291143209879436,1,Non-Partisan,European,Hispanic,Independent,78163.7907617452,Residential,570096.0302006997,0
100,ca,0,18.978925505551928,1,Republican,European,English/Welsh,Independent,122743.7038166832,Apartment,553828.1261733458,0
101,mo,0,58.646987560663796,1,Republican,European,English/Welsh,Independent,51087.017802130234,Residential,134926.8837736492,0
102,ny,1,46.95611036652879,0,Republican,East and South Asian,Irish,Democratic,67956.2171773857,Apartment,696535.5081126335,1
103,ca,1,58.68309704880472,1,Non-Partisan,Other,Scots,Independent,75589.00520864202,Apartment,442667.8300528985,0
104,ca,1,47.91358901258452,0,Democratic,Likely African-American,Polish,Republican & Independent,130817.53869492313,Unknown,446568.0531223571,0
105,mn,0,20.715655927695046,1,Republican,European,Likely Af-Am (Modeled),Democratic & Independent,238532.74007189667,Unknown,614132.9219611987,0
106,az,1,55.4048534360688,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Republican & Independent,-4183.726467912613,Residential,574416.6325769529,0
107,ca,0,28.259583419129115,1,Democratic,East and South Asian,German,Republican,252002.05407648155,Residential,333309.89225763426,0
108,ca,1,51.525672253492225,1,Other,Likely African-American,Likely Af-Am (Modeled),Independent,203440.76454138418,Mobil Home,504973.43124462845,0
109,tx,0,42.96646065389812,1,Republican,European,Norwegian,Independent,79605.55797790707,Residential,147128.62977705785,0
110,ny,1,36.371882913941775,1,Democratic,Likely African-American,English/Welsh,Democratic,251348.40863644233,Residential,357510.14047404233,1
111,ny,1,24.915225612651327,0,Democratic,Hispanic and Portuguese,African or Af-Am Self Reported,Republican,73408.23659727874,Apartment,47059.44222435713,0
112,or,1,34.963108402744176,1,Non-Partisan,European,Polish,Independent,72847.7173854381,Residential,214971.9767722713,1
113,al,0,69.9350023243264,1,Republican,European,Norwegian,Democratic & Republican,21659.29754342636,Residential,274557.02648642624,0
114,pa,0,20.367192187793837,0,Republican,European,Hispanic,Independent,100303.22204551485,Apartment,81769.11258485711,1
115,ca,1,28.30470937413805,1,Democratic,European,Chinese,Democratic,94358.37602355817,Apartment,66457.81767902843,0
116,mi,0,81.81816120975328,1,Democratic,East and South Asian,Scots,Independent,100828.16508983329,Apartment,823572.6301241607,0
117,az,0,14.096363648905495,0,Republican,Other,Irish,Independent,202158.01270883746,Residential,708848.8026551162,1
118,az,1,56.69782355635614,1,American Independent,European,Scots,Independent,52011.61737741734,Unknown,87720.21027415447,0
119,nv,1,26.463679258901223,1,Democratic,Other,Dutch (Netherlands),Independent,251818.2430619424,Residential,273253.1265402819,0
120,ks,1,15.680310325345657,1,Green,Hispanic and Portuguese,Hispanic,Independent,250513.7269344832,Residential,348436.11175250757,0
121,pa,1,50.77149306627873,1,Democratic,Hispanic and Portuguese,Irish,Independent,245970.5827899991,Apartment,96750.81834172463,0
122,fl,1,27.84432624270492,1,Republican,European,Byelorussian,Democratic,137706.95324587246,Residential,254437.46837327027,0
123,va,0,54.5528965008354,1,Democratic,Likely African-American,Hispanic,Democratic,72458.33326156107,Triplex,40997.42242389328,1
124,tx,0,35.59252129656478,1,Republican,European,Scots,Democratic & Republican,73333.18025774998,Unknown,146901.45660768083,0
125,al,1,14.792116985079502,1,Republican,European,Hispanic,Democratic & Republican,72789.59213470091,Residential,499474.93542715436,0
126,al,1,51.225528476214066,1,Democratic,European,Likely Af-Am (Modeled),Democratic & Independent,75569.98609409879,Residential,249102.56334252644,1
127,ut,1,23.768017749141627,1,Democratic,Hispanic and Portuguese,Slovenian,Democratic,261046.15850759437,Residential,180434.6985070225,0
128,ca,1,52.72890839773498,1,Republican,Other,Likely Af-Am (Modeled),Democratic,153861.4563978219,Residential,160052.17093693925,0
129,oh,1,57.008371683829886,0,Democratic,European,Arab,Republican,93056.02425307778,Residential,240365.24433772336,0
130,tx,0,19.623000144803733,1,Non-Partisan,European,Hispanic,Independent,234933.0848291638,Residential,298228.0525280273,0
131,va,1,48.88973552551099,1,Democratic,Hispanic and Portuguese,Lithuanian,Democratic,68660.89857832024,Apartment,145744.28861854883,0
132,ny,1,23.413935961309495,1,Working Family Party,European,Hispanic,Democratic,80032.94608926678,Residential,400737.8067782073,0
133,ca,0,48.918503109624595,1,Democratic,European,German,Democratic & Republican,75337.56872659338,Unknown,258117.61932947257,0
134,or,1,90.9707499835265,1,Republican,European,Scots,Democratic & Republican & Independent,46619.41728726376,Residential,887796.7166611209,0
135,az,1,32.660960209427685,0,Democratic,European,Arab,Democratic,92009.201571755,Residential,285252.1276462527,0
136,ca,0,29.923809841673283,0,Democratic,European,Slovakian,Democratic,191224.74425842726,Unknown,362928.2012885328,0
137,ct,0,44.36217210399496,0,Democratic,European,English/Welsh,Independent,125852.19486956103,Residential,102339.78623183642,0
138,va,1,56.18932935608081,1,Republican,Likely African-American,Hispanic,Democratic & Independent,64117.31732057509,Residential,207259.40590108038,0
139,fl,1,51.5449335677094,0,Republican,European,Swedish,Democratic,107231.69365108215,Residential,679337.0054782906,0
140,va,1,31.914668449733504,0,Registered Independent,European,Hispanic,Independent,93175.16536136347,Residential,298494.14327433135,0
141,co,1,48.39083488437514,0,Non-Partisan,Likely African-American,Italian,Democratic,106575.27337415417,Triplex,1086227.9387443813,0
142,pa,0,46.55779140535819,1,Democratic,Other,Italian,Democratic,1780.1363555745284,Residential,411301.8724049719,0
143,ca,0,53.37630693339516,0,Democratic,European,Korean,Democratic,162789.82582713358,Condominium,997139.6285715286,0
144,fl,1,17.356212533193585,1,Democratic,European,Likely Af-Am (Modeled),Democratic,124117.28021381187,Residential,239113.25567133454,0
145,ma,1,62.582022376787975,1,Non-Partisan,European,Likely Af-Am (Modeled),Independent,69920.6569256591,Apartment,175044.73957432606,0
146,ny,0,58.53529762109562,0,Republican,Likely African-American,Hispanic,Republican & Independent,55526.626983236405,Residential,137398.29410681513,1
147,oh,1,70.16405947307254,0,Non-Partisan,Other,Likely Af-Am (Modeled),Independent,104795.62690845058,Condominium,587120.9781566501,0
148,ca,0,53.80428258845517,0,Non-Partisan,European,Estonian,Democratic & Republican,261316.20771456312,Triplex,225868.98551181608,1
149,ca,1,59.2384726928254,1,Democratic,European,Arab,Democratic,90543.89477989593,Residential,92534.37528124079,0
150,ma,0,19.04605684744901,0,Republican,European,Arab,Democratic & Independent,34326.69890050331,Residential,516741.25237291615,0
151,nj,1,32.49650956964104,0,Non-Partisan,Likely African-American,Scots,Republican,76639.64885468333,Unknown,256756.5834051869,0
152,ga,1,17.331568653758463,0,Republican,European,Irish,Democratic,148955.97944528286,Residential,352434.392618182,0
153,mi,1,17.754188888788157,1,Democratic,European,Swedish,Democratic,128577.41389878266,Residential,659941.4859597218,0
154,ca,1,63.43179038054036,0,Democratic,European,French,Democratic,95057.63948535621,Residential,377863.50343105337,1
155,tx,0,60.80754570990443,1,Democratic,European,Greek,Republican,22263.27988349306,Unknown,695197.703767231,0
156,ca,1,58.06333878128896,1,Democratic,European,Hispanic,Democratic,91749.41191339967,Residential,166853.41871524134,0
157,ca,1,30.82170965905316,1,Non-Partisan,European,English/Welsh,Independent,81961.66380347966,Residential,30408.15094917272,0
158,ca,1,19.22812661604043,1,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic,68103.57286508099,Residential,136127.52325948252,0
159,nc,0,56.079426791674045,0,Democratic,European,English/Welsh,Democratic,80381.56075114229,Residential,828471.2182850004,0
160,mi,1,52.022366797178265,1,Democratic,Hispanic and Portuguese,Hispanic,Independent,258825.33777462065,Residential,186449.5049534949,0
161,il,1,47.898548560781485,0,Democratic,European,Chinese,Democratic,64391.042908775504,Residential,113744.9213582128,0
162,la,1,50.07850378002573,0,Republican,European,Scots,Democratic,63805.466743391284,Residential,515361.37069689913,0
163,la,0,32.680166721309945,1,Non-Partisan,European,Likely Af-Am (Modeled),Democratic & Republican,105904.25938870173,Apartment,821912.0202617344,0
164,ca,1,73.4732076096735,1,Non-Partisan,Likely African-American,Hispanic,Democratic & Independent,90809.36705664765,Residential,464859.68872278015,0
165,or,0,24.96385366106595,1,Democratic,Likely African-American,Hispanic,Republican & Independent,191781.63504617361,Residential,692364.3842679135,0
166,ca,0,51.007846293230074,1,Democratic,Hispanic and Portuguese,English/Welsh,Republican,98168.05479564582,Apartment,319550.4613847807,0
167,mn,1,16.926273868673835,0,Democratic,Likely African-American,Irish,Republican,256259.98778195475,Residential,129616.14614428817,0
168,wi,0,48.927639236755724,0,Democratic,European,Hispanic,Republican & Independent,188974.12736364783,Mobil Home,969667.7148279268,0
169,ca,0,62.52974861920742,0,Republican,European,Polish,Democratic,217032.0419327062,Duplex,237253.181100655,1
170,id,0,67.8839979273991,0,Non-Partisan,European,English/Welsh,Democratic,59923.10369363919,Residential,691657.1305964284,0
171,mi,1,47.22281034973511,0,Democratic,European,Irish,Independent,96387.44929430702,Unknown,824776.1389202185,0
172,ca,0,37.11600732266398,0,Registered Independent,Other,English/Welsh,Democratic,104233.21420449935,Residential,582128.2987680944,0
173,fl,1,29.72808341825987,0,Democratic,East and South Asian,African or Af-Am Self Reported,Democratic,118229.1680526815,Residential,688173.512614257,0
174,me,0,45.063363056392795,1,Democratic,European,English/Welsh,Democratic,44111.92102290246,Residential,829833.0199114883,0
175,ca,1,22.490208457855523,0,Non-Partisan,European,Scots,Independent,89087.9828057746,Apartment,520452.86365774804,0
176,or,1,47.84132781485233,1,Democratic,European,English/Welsh,Democratic & Independent,138237.09483735755,Residential,469262.91279429715,0
177,il,0,70.45176254503158,0,Republican,European,German,Democratic & Republican,266828.92516256624,Apartment,178060.02177265717,0
178,ky,0,24.47322682467883,1,Democratic,European,Irish,Democratic & Independent,20152.92546806433,Unknown,531860.7236393808,0
179,ca,0,39.13180287594207,0,Republican,Likely African-American,English/Welsh,Democratic & Independent,69728.9437533978,Unknown,277531.3418378022,0
180,il,1,64.7235189346307,0,Republican,Likely African-American,French,Democratic,236682.04019754208,Apartment,247809.20287438802,0
181,ga,1,31.371311667394274,0,Non-Partisan,Other,English/Welsh,Republican,82950.95359418893,Duplex,1020838.6270426745,1
182,nm,0,49.047178380009626,1,Republican,East and South Asian,Swiss,Democratic,136999.43536871288,Residential,1455003.778877046,0
183,ma,0,68.90086254449513,1,Conservative,European,Irish,Democratic & Independent,35655.370565211284,Apartment,811167.9969220657,0
184,ca,0,71.39265419523703,0,Republican,European,English/Welsh,Democratic & Republican,74779.93666555399,Apartment,402378.41680734954,0
185,fl,0,48.20780282900482,0,Democratic,Hispanic and Portuguese,English/Welsh,Democratic,259107.48427486914,Residential,188876.34269035148,0
186,ri,1,37.5061110119998,1,Democratic,European,African or Af-Am Self Reported,Democratic & Republican,71509.42622077858,Residential,306042.3551392648,0
187,ky,1,28.377702578525042,0,Democratic,European,Hispanic,Independent,95981.7584279069,Residential,199201.61843072713,0
188,mn,1,25.084601579034945,0,Democratic,Other,English/Welsh,Republican,149671.89706956275,Unknown,768491.4145237291,0
189,in,1,67.2024050576433,0,Republican,Likely African-American,Hispanic,Independent,18109.4987903591,Residential,1775056.5549144624,0
190,ca,0,23.529907661809116,1,Libertarian,Hispanic and Portuguese,Polish,Republican,31878.25694035565,Apartment,252243.26946495287,0
191,ma,1,72.83099522353908,1,Republican,European,African or Af-Am Self Reported,Republican,102593.1521905245,Residential,165141.23858522341,0
192,az,1,61.64168829735429,1,Non-Partisan,European,Arab,Independent,118902.3901261924,Residential,390050.2978402684,0
193,ca,0,21.87223211859848,0,Non-Partisan,Other,Norwegian,Independent,106549.66219759366,Apartment,727691.1043769555,0
194,nj,1,34.24651738796658,0,Democratic,Hispanic and Portuguese,Dutch (Netherlands),Republican & Independent,79481.39736061523,Residential,1101589.2649904196,0
195,ar,1,62.353252354670225,0,Democratic,European,Irish,Republican,33397.24818650412,Apartment,251031.1289740997,1
196,ny,0,29.619204322414205,1,Democratic,Hispanic and Portuguese,English/Welsh,Democratic & Republican & Independent,70687.5828821175,Residential,541135.7325910972,0
197,md,0,61.12384664803982,1,Libertarian,Other,Irish,Independent,35243.6751367892,Apartment,480080.6416349275,0
198,va,0,47.72824802004156,0,Republican,European,Chinese,Democratic,234047.44346580468,Residential,418227.80400709744,0
199,nj,1,58.728588098987785,1,Republican,East and South Asian,African or Af-Am Self Reported,Democratic,71577.6910594207,Condominium,166252.40691328817,0
200,hi,1,40.340554749623465,0,Democratic,Other,Filipino,Independent,86338.00104367241,Residential,345767.6798753061,0
201,pa,1,60.62012313748063,1,Democratic,European,Russian (omitting former Soviet States),Democratic,264265.89181606466,Residential,174196.48472829093,1
202,tx,1,69.09002827046184,0,Republican,European,Dutch (Netherlands),Republican & Independent,55213.94821068512,Residential,812066.8043402357,0
203,nj,0,48.97227509194816,1,Democratic,Likely African-American,Slovakian,Republican & Independent,96782.84449285748,Residential,206508.02025780748,0
204,wi,1,23.850884415184158,0,Democratic,Hispanic and Portuguese,Greek,Republican,162859.88702685141,Residential,181062.28484797355,0
205,pa,1,15.81569696522952,0,Republican,European,Likely Af-Am (Modeled),Independent,58223.028839027786,Unknown,80861.72468878905,0
206,mi,0,38.03501401595252,0,Non-Partisan,European,English/Welsh,Republican,84455.91188062888,Residential,122913.55971528322,0
207,tx,1,49.80724078086403,1,Non-Partisan,Hispanic and Portuguese,Irish,Democratic,175924.36187637364,Residential,610759.6853491837,0
208,ca,0,80.90755585309117,1,Non-Partisan,East and South Asian,Likely Af-Am (Modeled),Democratic & Independent,17496.456425434186,Residential,313345.3227790799,0
209,ny,1,46.140780500409164,1,Democratic,European,Hungarian,Independent,104245.58119088574,Residential,1068126.1299561332,0
210,wi,1,34.734483795080976,1,Democratic,Likely African-American,English/Welsh,Democratic & Republican & Independent,63904.12703431135,Residential,230774.78174803185,0
211,ky,0,57.230283258229655,1,Non-Partisan,Likely African-American,Irish,Independent,48659.98953911038,Apartment,166260.35763620806,0
212,tn,1,50.95567669489207,0,Democratic,Hispanic and Portuguese,Scots,Democratic,102404.81623129046,Residential,255527.85905797718,1
213,va,1,56.324628580199764,1,Registered Independent,European,Irish,Republican & Independent,72255.51174539393,Residential,176155.05132922626,0
214,or,1,62.16591323660595,0,Democratic,European,Hispanic,Republican & Independent,81025.64356937811,Residential,99080.41645152765,1
215,fl,1,35.285739191218326,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,117205.25299463973,Residential,193033.09217740834,0
216,md,1,56.53379503296591,0,Democratic,Other,Polish,Independent,73617.43987822163,Duplex,99769.85249246591,0
217,ca,0,85.74855737027012,0,Republican,European,German,Democratic,131727.62552974775,Residential,80523.2418536222,0
218,ca,1,59.669615391276736,0,Democratic,East and South Asian,Hispanic,Democratic,160810.2449373337,Mobil Home,450380.7179409416,0
219,nc,0,59.16407007708071,1,American Independent,Hispanic and Portuguese,African or Af-Am Self Reported,Republican,267475.7917202125,Residential,263035.58631932456,0
220,mo,0,74.97146199531491,1,Democratic,Other,English/Welsh,Independent,238543.61042458835,Unknown,416987.0205986345,0
221,ut,1,16.81241010375102,0,Democratic,European,English/Welsh,Democratic & Republican & Independent,63623.23670655571,Apartment,223008.4875744857,0
222,tx,0,54.128352007665214,1,Non-Partisan,Hispanic and Portuguese,Turkish,Independent,123267.82035151334,Apartment,132885.88790398958,0
223,ny,1,52.01814084079548,0,Democratic,Hispanic and Portuguese,African or Af-Am Self Reported,Republican,108809.95323898323,Triplex,999928.4814920484,0
