,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
122,pa,1,89.21376574269183,1,Republican,East and South Asian,New Zealand,Democratic,111868.85028782113,Residential,137771.8119680948,0
123,nj,0,52.929435020187185,1,Republican,European,Likely Af-Am (Modeled),Independent,126803.08869313402,Residential,134725.81146265983,0
124,id,1,17.243141750555303,1,Working Family Party,European,Hispanic,Democratic & Republican,113359.52832413453,Residential,249848.02313576388,1
125,ca,1,60.61298128438956,1,Democratic,European,Chinese,Republican & Independent,84829.3510146706,Apartment,318404.9115799071,0
126,ny,1,33.00356498199201,1,Democratic,European,English/Welsh,Independent,127421.192412832,Apartment,322980.07316042844,0
127,mn,1,59.65282432330008,0,Democratic,European,English/Welsh,Republican & Independent,87190.95953207469,Residential,402250.2285613031,0
128,ak,1,54.40778545858104,0,Democratic,European,Chinese,Democratic & Independent,146528.49094244023,Condominium,184985.00153041276,1
129,al,1,86.74876272061076,0,Democratic,European,English/Welsh,Republican & Independent,38432.098295994794,Residential,414584.44778217125,0
130,ca,1,60.12488476319801,1,Independence,European,Scots,Democratic & Republican,223546.53801984395,Residential,115405.87017512109,0
131,oh,1,48.50914933720059,0,Non-Partisan,European,Hispanic,Independent,50944.50076568203,Apartment,186566.58717485037,0
132,nc,1,22.169720618472684,0,Democratic,European,English/Welsh,Democratic,71914.82836201122,Unknown,144854.14993640644,0
133,al,1,27.127624518217615,0,Democratic,European,English/Welsh,Democratic,108831.978995587,Apartment,203113.64531885335,1
134,ny,1,63.12733660991858,1,Democratic,Hispanic and Portuguese,English/Welsh,Republican,138523.31125112425,Residential,300150.4708293697,0
135,pa,1,54.25900260546686,0,Non-Partisan,European,Likely Af-Am (Modeled),Independent,78830.39980549396,Residential,610835.2546767478,0
136,or,0,49.78772151851366,0,Green,European,Scots,Independent,34866.967275816554,Apartment,159983.28161465094,0
137,ky,0,27.321382936424833,0,Republican,European,English/Welsh,Independent,7873.731081179467,Unknown,291132.4497910172,0
138,nj,1,24.37183569834944,0,Democratic,East and South Asian,English/Welsh,Democratic,250625.00854313915,Residential,409651.5542196102,0
139,nj,1,44.020281374917204,0,Non-Partisan,European,Italian,Democratic,112543.09016086686,Residential,267356.12270083633,0
140,wa,1,24.124279531061926,1,Democratic,European,Italian,Republican,68652.95893970506,Residential,293285.0661275237,0
141,nc,1,33.49517735685078,1,Democratic,Likely African-American,English/Welsh,Democratic & Republican,120853.5885352716,Residential,149688.511600494,0
142,pa,0,50.52646050958336,0,Democratic,European,Hispanic,Independent,119920.24325228795,Residential,1506706.4589519189,0
143,tx,0,46.53150764214409,0,Republican,European,English/Welsh,Republican,214682.513850486,Residential,145771.97085441067,0
144,ma,1,67.68049613456492,0,Democratic,European,Unknown Asian,Democratic,134531.5266455645,Duplex,565369.1255091403,0
145,ny,0,46.241888246453186,1,Republican,European,Swedish,Republican,133853.54472470103,Residential,422992.32454405696,1
146,ut,0,52.67921008588624,1,Republican,European,English/Welsh,Democratic & Republican,48590.2769101725,Apartment,388860.18859055225,1
147,wi,0,15.927766943068733,0,Non-Partisan,European,Korean,Democratic,95461.31708210749,Residential,288757.145129093,1
148,wi,1,52.24823762014804,0,Non-Partisan,East and South Asian,English/Welsh,Democratic & Independent,123541.19822561763,Residential,579904.1379544701,1
149,mi,1,60.44730165012936,0,Democratic,European,Thai,Independent,46105.11295021165,Residential,153085.0198063048,0
150,va,1,37.03856843844248,1,Non-Partisan,European,English/Welsh,Republican,73351.23109379987,Unknown,836083.2954770959,1
151,wa,1,22.90503930877655,0,Democratic,Other,English/Welsh,Independent,135530.0449979819,Residential,414238.50721762923,0
152,fl,0,79.74572905980631,0,Democratic,European,English/Welsh,Republican,15320.901932637942,Residential,346726.89608319715,1
153,il,1,59.761276517662424,0,Republican,European,English/Welsh,Democratic,84461.84053763056,Residential,248169.6677044714,0
154,nc,0,30.883163218827058,1,Democratic,East and South Asian,Italian,Independent,77983.80347208313,Apartment,429013.801149226,0
155,ny,1,79.14346028620352,0,Non-Partisan,European,English/Welsh,Republican,41460.79669023355,Residential,415802.33221220184,0
156,ny,1,18.60832052220072,0,Republican,European,English/Welsh,Republican & Independent,128247.84799007924,Residential,830019.277496502,0
157,ca,1,62.71472977757392,0,Democratic,European,Czech,Democratic,82828.29150285762,Residential,459201.3772504938,1
158,fl,0,55.54091570790289,0,Non-Partisan,European,Likely Af-Am (Modeled),Independent,102638.14944146086,Apartment,181800.7595621349,0
159,pa,1,16.843261239128225,0,Libertarian,European,English/Welsh,Democratic,99174.2237394713,Residential,70009.29265599282,0
160,pa,1,41.54219897056917,0,Democratic,European,Likely Af-Am (Modeled),Independent,4927.011121246835,Residential,622147.2452123455,0
161,md,1,66.84820456365577,0,Democratic,Hispanic and Portuguese,English/Welsh,Democratic & Independent,221824.05466877297,Residential,294591.07969926693,0
162,nj,0,78.37358824170029,0,Registered Independent,European,English/Welsh,Democratic,246821.84316820087,Residential,1315255.4226129733,0
163,ca,0,29.60957148794843,1,Democratic,European,English/Welsh,Independent,87778.58077477883,Residential,1146138.2412067805,1
164,tx,1,43.927197899713775,0,Non-Partisan,European,English/Welsh,Independent,48537.56786622986,Residential,337783.96869580145,0
165,ct,0,32.125380219291685,1,Republican,European,English/Welsh,Republican,67039.7882867895,Residential,802769.7030701202,0
166,az,1,50.17364094765921,1,Non-Partisan,European,English/Welsh,Democratic,31466.40961682552,Condominium,309956.25487539545,1
167,pa,1,42.82045933671237,0,Democratic,European,English/Welsh,Republican,66673.36697250177,Residential,224343.20663861994,0
168,nm,1,55.61037715803456,1,Republican,European,English/Welsh,Democratic,72730.98027774776,Unknown,216067.84503243607,1
169,ca,1,69.16142630252709,1,Republican,Other,English/Welsh,Democratic & Republican & Independent,69213.31084597087,Apartment,814574.413358652,0
170,ca,1,59.6260670533833,1,Non-Partisan,European,Portuguese,Republican,100138.42116689749,Residential,442218.44494990935,0
171,ny,1,26.890820614393327,1,Democratic,Hispanic and Portuguese,English/Welsh,Republican,250811.14652793863,Apartment,177697.58153052468,1
172,ak,1,50.57349746329034,1,Democratic,European,English/Welsh,Independent,67783.07268824015,Unknown,919703.8417808705,0
173,nh,1,69.9934700255024,1,Democratic,European,English/Welsh,Democratic,258181.26641535235,Apartment,119386.20664081542,0
174,wy,1,51.30146004060538,0,Democratic,European,Armenian,Democratic,35689.66044413265,Residential,428075.3349553137,0
175,ny,0,59.185722055285744,1,Democratic,Hispanic and Portuguese,German,Independent,160391.5881670515,Residential,352266.59189616435,1
176,ok,0,55.53032409779026,0,Democratic,European,Chinese,Independent,83665.74909495423,Residential,835847.5754181053,0
177,ca,1,39.572302273670886,1,Democratic,Hispanic and Portuguese,Scots,Democratic & Independent,81464.44901904697,Residential,381944.95857472066,0
178,ca,0,29.327385983394976,0,Non-Partisan,Other,Arab,Republican & Independent,216626.28699996782,Residential,387015.513469589,0
179,ky,0,80.91257631046184,0,Democratic,East and South Asian,English/Welsh,Independent,182321.7575080191,Residential,349350.7874326001,0
180,ca,1,18.173945230078928,1,Democratic,Hispanic and Portuguese,Irish,Republican & Independent,41736.65276063629,Apartment,313274.46489162656,0
181,il,1,47.60334151446278,0,Democratic,Likely African-American,Native American (self reported),Democratic,139923.56534154597,Duplex,255309.57598044723,0
182,ga,0,20.744560287874382,1,Democratic,European,Italian,Republican,109068.160480095,Residential,151601.45669786964,1
183,ky,0,36.594149859751134,0,Non-Partisan,European,English/Welsh,Independent,166509.96311115765,Residential,583706.2918937991,1
184,oh,1,64.41557166925392,0,Non-Partisan,European,Italian,Republican & Independent,150656.15269059967,Residential,151117.99699322844,0
185,nc,1,84.26279318840295,0,Democratic,European,Likely Af-Am (Modeled),Republican & Independent,44347.84996678596,Apartment,163504.70107131707,0
186,md,0,55.233507969047125,0,Non-Partisan,European,Finnish,Democratic,8504.322225950695,Unknown,131605.85155234655,0
187,ca,1,47.44602867536213,0,Democratic,European,English/Welsh,Republican & Independent,46982.09070850699,Unknown,250856.39513170876,1
188,or,1,78.56343558543306,1,Non-Partisan,Hispanic and Portuguese,German,Independent,10809.002021686982,Unknown,333906.1414466798,1
189,il,1,61.87569326851922,1,Democratic,Hispanic and Portuguese,English/Welsh,Independent,4704.212369043988,Residential,225081.0778999754,0
190,tx,0,31.26946799485392,1,Democratic,Other,English/Welsh,Independent,33804.47642730138,Apartment,174019.44050160944,1
191,ca,1,34.0788407736272,0,Democratic,Likely African-American,English/Welsh,Republican,78975.64899615089,Residential,198071.58807446205,0
192,ks,1,56.982769784858235,0,Republican,European,African or Af-Am Self Reported,Democratic,66256.64663401486,Residential,745790.0856677394,1
193,fl,1,48.84447665518457,0,Independence,European,English/Welsh,Democratic,76305.80017038532,Residential,353853.03937374876,0
194,ca,1,14.22337327658352,0,American Independent,European,Armenian,Democratic & Independent,188108.66622615475,Residential,505894.40063046385,0
195,ca,0,48.46489497525381,0,Republican,European,Laotian,Independent,259855.33572828205,Residential,199986.74469629268,0
196,ny,1,55.82570359922896,0,Democratic,Likely African-American,Turkmenistan,Independent,39468.38431864101,Residential,149126.52994470217,0
197,nj,1,76.41201144839198,1,Democratic,European,English/Welsh,Democratic,241549.90853771314,Residential,142998.41080551042,0
198,fl,0,73.09387247575668,0,Unknown,European,English/Welsh,Republican,74636.52682484745,Residential,351365.08594814554,0
199,co,0,51.17387421599385,0,Republican,European,Likely Af-Am (Modeled),Democratic,95853.61545720753,Apartment,418312.7246952789,0
200,ny,1,69.77269869461504,0,Republican,European,English/Welsh,Democratic,27960.43993448132,Residential,97705.04763001438,0
201,ca,1,33.72532662883557,0,Republican,European,German,Republican & Independent,85413.41743805002,Residential,170508.75895383224,1
202,ga,1,56.38336251103543,0,Democratic,European,Hispanic,Democratic,75926.00881059666,Apartment,181355.4290278008,1
203,tn,1,47.58956574264291,1,Republican,Likely African-American,English/Welsh,Democratic,37417.35208412647,Residential,428918.0835893479,0
204,tx,1,50.36960324559241,0,Democratic,Hispanic and Portuguese,German,Independent,113714.1749057307,Residential,185419.32901805325,0
205,al,1,36.54367565327726,0,Democratic,European,English/Welsh,Democratic,108150.74787861988,Residential,90719.34846902802,0
206,nh,1,45.37393362664352,0,Non-Partisan,European,English/Welsh,Democratic & Independent,48917.897327061575,Apartment,214699.1004269679,0
207,ca,1,15.891631360840286,0,Democratic,European,Scots,Independent,84748.83638100246,Residential,639701.9461320621,0
208,ca,1,49.064989770616236,0,Natural Law,European,Filipino,Democratic,183898.66951332576,Residential,163839.3160630894,0
209,tx,1,17.624452226554396,0,Non-Partisan,European,English/Welsh,Democratic,78316.56368629527,Unknown,363415.08909351507,0
210,wy,1,26.012263527809885,0,Democratic,European,Hispanic,Democratic,54682.60919285044,Residential,190723.1897432308,0
211,pa,1,26.243877106368956,1,Republican,European,English/Welsh,Democratic & Independent,90167.98456604432,Unknown,341175.0048403231,0
212,tx,1,40.24475153537152,0,Democratic,European,English/Welsh,Independent,61874.77140754087,Residential,247539.580936708,0
213,nh,1,34.062343833752884,1,Democratic,Other,English/Welsh,Independent,206432.82273837528,Apartment,221057.50172377785,1
214,ma,1,44.36187677730255,0,Non-Partisan,European,English/Welsh,Democratic & Independent,131981.75856669177,Residential,218614.89331504598,0
215,tx,1,46.62624940852707,1,Non-Partisan,European,English/Welsh,Independent,142390.98106934968,Residential,737522.4199149075,0
216,me,1,47.644695238063115,1,Socialist,European,German,Democratic,264266.30073238205,Residential,387831.9247873799,0
217,md,0,66.21048930377611,1,Democratic,European,English/Welsh,Republican,87726.81250893968,Residential,350975.82638572826,0
218,tx,0,55.910281881208626,0,Democratic,European,Likely Af-Am (Modeled),Republican,98396.88647338247,Residential,108631.77392454902,0
219,la,1,19.987865003389505,0,Republican,Likely African-American,Indian/Hindu,Democratic,63254.01836497662,Residential,398717.47513373586,1
220,ga,0,34.42188674531141,0,Democratic,European,Dutch (Netherlands),Republican & Independent,66917.37280864143,Unknown,403695.1767263047,0
221,fl,0,61.93751639781534,1,Democratic,European,English/Welsh,Democratic & Republican,81954.17515554243,Apartment,948652.6404351637,0
222,nj,0,30.480841644005537,1,Non-Partisan,European,English/Welsh,Democratic & Independent,-446.3965164659676,Condominium,239650.23456769786,0
223,id,1,46.392399276465994,0,Democratic,European,English/Welsh,Democratic,230181.99312670133,Residential,1275873.1907976689,0
224,oh,1,47.67281239693254,1,Democratic,European,French,Independent,99149.8039453535,Apartment,122593.04629927574,1
225,tx,1,53.43042792157459,0,Non-Partisan,European,English/Welsh,Independent,99189.3223562064,Duplex,925547.7284673924,0
226,mo,0,26.551216448228704,0,Democratic,European,Russian (omitting former Soviet States),Independent,22280.310009847242,Residential,838868.2589659592,0
227,md,1,21.482108357604346,1,Non-Partisan,Likely African-American,German,Republican & Independent,75522.82683832789,Residential,48399.91035205977,0
