,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
34,fl,1,41.80058335331704,0,Democratic,European,African or Af-Am Self Reported,Democratic,85979.88375199598,Apartment,356501.8539568247,0
35,ia,1,44.98991852138883,1,Democratic,East and South Asian,English/Welsh,Democratic & Republican,90741.861011358,Apartment,141192.48490347408,1
36,or,1,41.12943195583572,1,Democratic,Hispanic and Portuguese,English/Welsh,Independent,140872.8236524356,Apartment,304859.6501988636,0
37,il,1,35.39721161563216,1,Republican,European,Dutch (Netherlands),Independent,22681.58386763469,Apartment,196452.684888301,0
38,wv,1,26.919452505536654,1,Democratic,European,Hispanic,Republican,36553.975730399674,Apartment,139804.26395969297,1
39,pa,1,63.36009531893303,1,Republican,European,Dutch (Netherlands),Democratic & Independent,103468.20253903235,Unknown,351104.69223615766,1
40,tn,1,36.90866865696168,1,Democratic,European,French,Republican,71734.35579689546,Residential,402233.3363308229,0
41,ny,1,29.72951142150507,0,Republican,European,English/Welsh,Republican,98710.4184533388,Residential,741159.3603036053,1
42,ca,1,40.55300516447721,1,Non-Partisan,European,Irish,Democratic,103594.99084048753,Apartment,170224.60986738146,1
43,tx,0,29.247227413231588,1,Republican,European,Arab,Democratic & Independent,169084.29089198957,Duplex,738894.1925813961,0
44,ak,1,65.12352487292927,0,Democratic,European,Hispanic,Republican & Independent,73992.08329794677,Apartment,322584.41035136743,1
45,tx,1,29.735632167981137,0,Independence,Other,English/Welsh,Independent,63583.67783304435,Unknown,381347.7590177589,1
46,ca,0,37.36128572872859,1,Democratic,European,English/Welsh,Democratic & Republican,54812.69202897519,Apartment,85554.40905273438,0
47,ny,1,47.48391040340664,1,Democratic,European,Irish,Democratic,209328.6304856734,Residential,337608.52981149906,0
48,ca,1,70.45326149549626,1,Democratic,European,Hispanic,Independent,67298.14042792501,Apartment,794870.9765413889,0
49,md,1,26.900282869701325,1,Democratic,European,Hispanic,Democratic & Republican,41356.913588373594,Residential,326459.58169303427,0
50,mt,1,53.64715333829264,1,Non-Partisan,Likely African-American,English/Welsh,Democratic,65182.26359917835,Residential,430680.3727448261,1
51,ca,1,36.57688550125681,1,Non-Partisan,European,Serbian,Independent,126670.02551992674,Residential,56835.038820744754,0
52,md,0,49.55171366377679,0,Independent Democrat,Hispanic and Portuguese,Armenian,Republican,227677.27623368692,Residential,212336.75172847905,0
53,oh,1,82.94869307072011,1,Non-Partisan,East and South Asian,Scots,Republican & Independent,60081.06417207768,Apartment,261508.64447643212,0
54,ga,1,63.886593654331186,0,Non-Partisan,Likely African-American,English/Welsh,Independent,76199.34501729545,Apartment,173179.54178437038,0
55,oh,1,40.68588253567155,0,Non-Partisan,Likely African-American,Dutch (Netherlands),Republican & Independent,243370.4171116272,Unknown,294922.85340086604,1
56,co,0,92.45569211280603,1,Republican,European,English/Welsh,Democratic,65480.497202150924,Unknown,404431.2328391077,0
57,nj,1,32.519090483770505,0,Democratic,European,Italian,Republican & Independent,76271.72441235941,Triplex,88699.2035648131,0
58,in,1,60.230769732209005,1,Democratic,Hispanic and Portuguese,Arab,Independent,58340.07947449771,Residential,360287.6072444462,1
59,fl,1,36.26873811670345,0,Democratic,Hispanic and Portuguese,English/Welsh,Independent,58621.50956335674,Residential,345853.24788875197,0
60,la,1,59.04760513222507,0,Libertarian,European,Likely Af-Am (Modeled),Republican,36138.36387097843,Apartment,172711.03495911515,0
61,tx,1,30.736475756714977,1,Non-Partisan,Hispanic and Portuguese,French,Republican,86303.4326486827,Residential,400790.29705297924,0
62,nc,1,29.32291102086876,1,Democratic,European,Hispanic,Democratic & Independent,117705.69181078502,Residential,430221.8960165583,1
63,tn,1,65.18859675651238,0,Democratic,European,English/Welsh,Democratic & Independent,107029.33496779688,Triplex,353427.0408805572,0
64,va,1,54.69983018451797,0,Democratic,European,Indian/Hindu,Republican,32273.11171564644,Apartment,338587.1688519522,1
65,oh,1,83.6357957799172,0,Non-Partisan,European,Likely Af-Am (Modeled),Democratic & Republican,107578.46858472601,Apartment,2630210.03929357,0
66,ut,1,34.11350205150805,1,Republican,European,Likely Af-Am (Modeled),Republican & Independent,108651.32038542439,Residential,267816.36316972703,0
67,tx,0,39.47299404307659,0,Other,European,English/Welsh,Republican,40022.55460432937,Residential,88247.90154155759,0
68,me,0,99.28669069169524,1,Democratic,European,German,Democratic & Republican & Independent,109342.5161942063,Apartment,255118.534863396,0
69,ma,1,50.57094925701976,1,Democratic,European,Likely Af-Am (Modeled),Republican & Independent,106003.26647074275,Apartment,857636.8900365536,0
70,ia,1,48.7232591520876,1,Democratic,European,Scots,Democratic & Republican,54643.260251990825,Condominium,113549.66487308289,0
71,co,0,38.14804089827947,1,Constitution,Likely African-American,English/Welsh,Democratic & Independent,108316.86674379822,Unknown,171591.41290602158,0
72,tx,1,53.43453556392234,1,Democratic,European,English/Welsh,Republican,73980.90588874398,Condominium,450590.12185634964,0
73,ny,0,32.07539573148057,1,Democratic,European,English/Welsh,Republican,93663.7922598061,Residential,454465.28792524466,0
74,la,0,62.238002019932054,0,American Independent,European,Hispanic,Democratic & Independent,58929.874825461,Residential,300056.220673795,0
75,nj,0,54.746699907775074,1,Democratic,Likely African-American,English/Welsh,Republican & Independent,74128.99648019965,Apartment,458996.92994968,1
76,il,1,68.74636708499906,1,Democratic,European,Likely Af-Am (Modeled),Republican,87145.01638448687,Unknown,179743.77622492507,0
77,co,1,58.75893401631229,0,Democratic,European,Indian/Hindu,Democratic,79263.39639345974,Apartment,67265.5412411959,1
78,nc,1,30.560889369068356,1,Non-Partisan,European,Hispanic,Republican & Independent,71791.23342800223,Residential,397569.40574871784,1
79,nj,1,35.44883178694051,1,Democratic,Hispanic and Portuguese,Norwegian,Democratic & Independent,69106.08491449636,Apartment,7192.908870829153,0
80,ri,0,58.08652467996932,1,Republican,European,Filipino,Democratic,114041.3500271214,Unknown,367184.4240270754,1
81,mt,1,52.055783160938,0,Democratic,European,Indian/Hindu,Democratic,39088.077133117076,Residential,274720.0294342512,0
82,tx,0,52.686766840418954,1,Democratic,Hispanic and Portuguese,German,Independent,69263.40134285462,Apartment,333069.87153166084,1
83,mo,1,22.454600543216454,0,Republican,European,Irish,Independent,90958.52906805681,Apartment,130426.77787088486,0
84,ky,0,52.755493225452774,0,Republican,Likely African-American,English/Welsh,Republican,94483.32673096246,Residential,200046.83890977275,0
85,ca,1,35.992099942433654,0,Republican,Likely African-American,Chinese,Democratic & Republican,17079.24310815979,Apartment,494155.42440713814,1
86,ca,1,84.8398107208595,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,49820.804135454484,Duplex,236524.66857420694,0
87,mo,1,97.77388015892272,1,Republican,Hispanic and Portuguese,Chinese,Democratic & Republican,122780.46169480114,Unknown,172150.6849338216,0
88,il,1,34.80139180835353,1,Democratic,European,German,Democratic & Independent,67566.67665786538,Apartment,356854.3320954504,0
89,mn,1,96.01376184003591,0,Democratic,European,Hispanic,Democratic,19296.63064788974,Residential,744583.0041387326,0
90,pa,0,27.636302734311034,1,Democratic,European,English/Welsh,Republican,32468.469741458975,Residential,684506.856474969,0
91,va,1,78.62299548171043,1,Democratic,European,Russian (omitting former Soviet States),Republican,64733.08732374203,Residential,409787.5057057559,0
92,ky,1,21.14343516101046,0,Democratic,Likely African-American,Scots,Democratic & Republican,74635.42360503909,Residential,467243.5657617288,1
93,nh,1,76.96694127042757,1,Democratic,European,English/Welsh,Democratic & Republican,77876.54207229792,Apartment,795586.1550253407,1
94,tx,0,41.30280243411038,1,Registered Independent,European,Chinese,Democratic,10469.485212360049,Residential,733884.1421084616,0
95,in,1,54.552575705110314,0,Democratic,European,Scots,Democratic,144342.26680528195,Unknown,118491.34446496339,0
96,ny,1,56.669373415047886,0,Republican,East and South Asian,German,Democratic & Republican,54182.81622491556,Triplex,2055871.8089793157,1
97,nv,0,48.02038486733453,0,Democratic,European,Hispanic,Democratic & Republican & Independent,79848.53409107421,Residential,509955.22897137265,0
98,mi,0,55.75394449133839,1,Democratic,European,Irish,Republican,68291.80050656639,Unknown,187587.65612899474,0
99,ca,0,29.00690920564413,1,Democratic,Hispanic and Portuguese,African or Af-Am Self Reported,Democratic,236270.37112148668,Mobil Home,442353.22525213764,0
100,or,1,27.365937422029766,1,Democratic,European,Likely Af-Am (Modeled),Republican & Independent,46776.59981312662,Apartment,171633.54728063097,0
101,wi,0,73.56799778695382,0,Independent Democrat,European,Hispanic,Democratic & Republican,14310.319606747436,Residential,604760.2873045831,1
102,mi,1,55.200343129983644,1,Democratic,European,English/Welsh,Independent,85619.16305938162,Apartment,1132062.3451236743,1
103,ma,0,76.25629404141515,1,Republican,European,English/Welsh,Democratic & Independent,54981.59836384718,Apartment,161203.70222742407,1
104,ca,1,75.10571495120352,0,Democratic,European,German,Democratic,110042.25506468776,Residential,288773.3757340043,0
105,ny,1,24.829785900856848,0,Republican,European,Armenian,Republican,246742.76818425048,Apartment,511429.6252942657,1
106,wa,0,82.42549065162598,1,Democratic,European,Likely Af-Am (Modeled),Democratic,97424.50512823125,Residential,227270.69836541,0
107,ca,1,81.81525585163763,1,Non-Partisan,Other,Scots,Republican & Independent,36346.291304986255,Residential,393295.3920038744,0
108,ny,1,86.15697021480287,0,Non-Partisan,European,German,Democratic,81771.81134703281,Unknown,431680.7484688298,0
109,ar,1,25.67292489046971,1,Republican,European,Hispanic,Republican,136226.30941339096,Duplex,647937.519083228,0
110,fl,1,71.42398593383547,1,Republican,European,Irish,Democratic,58499.67986584751,Residential,378211.16886212263,0
111,ca,1,55.34260735338457,1,Republican,Hispanic and Portuguese,Irish,Democratic,21477.250195210083,Residential,360113.23834244837,0
112,az,1,39.52696055103387,1,Non-Partisan,East and South Asian,English/Welsh,Republican,117522.78233014663,Residential,492666.0508332589,0
113,tx,0,46.58856103029022,1,Working Family Party,European,Hispanic,Independent,71972.63786689515,Residential,89053.04059306625,0
114,ny,1,75.47900338078712,1,Non-Partisan,Other,Dutch (Netherlands),Republican,50463.21148988163,Residential,311023.3176568605,0
115,ny,1,17.857818662295983,1,Democratic,European,English/Welsh,Independent,95796.29754935321,Apartment,212400.8628199211,1
116,tx,1,45.443983463993405,0,Other,European,Italian,Democratic,134600.19622618842,Residential,73889.30213654475,0
117,nj,0,79.09371136378606,1,Republican,Other,Hispanic,Democratic,57718.1875535517,Residential,44714.737537184206,0
118,oh,1,69.80520803292438,0,Republican,European,Hispanic,Democratic,37145.072336816695,Residential,1941454.8382738384,1
119,ca,0,49.982680826508016,1,Democratic,European,African or Af-Am Self Reported,Republican,69533.41341802904,Residential,905619.0713329992,0
120,ok,1,47.27659881097188,0,Republican,East and South Asian,English/Welsh,Democratic,55263.705488567815,Residential,301247.0699891113,0
121,ct,1,40.366982826904014,0,Republican,European,Scots,Republican,77961.7376580555,Unknown,615549.5743656219,0
122,al,1,71.97156340778699,1,Democratic,European,Italian,Democratic & Republican & Independent,52223.885073734775,Apartment,207700.1586495415,0
123,mn,0,38.43716969499401,1,Non-Partisan,European,English/Welsh,Republican & Independent,106828.25130065662,Unknown,212763.66324849153,0
124,sd,1,20.179624094601714,1,Democratic,East and South Asian,Hispanic,Democratic & Independent,15992.817298491758,Residential,544449.5191670109,0
125,nm,1,83.77489346107754,0,Republican,Hispanic and Portuguese,Irish,Republican,257981.923102063,Residential,176556.27031467232,1
126,nm,1,85.87070068434217,1,Republican,European,Hispanic,Democratic,79019.82392073881,Residential,136689.21683354978,1
127,tn,1,56.44729077108686,1,Unknown,Hispanic and Portuguese,Irish,Democratic & Republican,6233.337006619826,Residential,198891.18599323666,1
128,ca,1,38.335172915193425,1,Unknown,European,French,Republican,154886.41387582527,Residential,468193.58776453097,0
129,pa,1,43.39905933306435,1,Working Family Party,East and South Asian,English/Welsh,Independent,62937.3240867086,Unknown,398265.23929792835,1
130,ca,0,40.01367844978431,1,Non-Partisan,Hispanic and Portuguese,English/Welsh,Democratic & Independent,99186.82938641115,Residential,782590.200761058,1
131,vt,1,21.09585639274665,1,Democratic,European,Hispanic,Democratic,147036.57520565175,Apartment,437957.09538769757,1
132,pa,0,30.134050488160568,1,Democratic,European,Hispanic,Republican,21875.669382614808,Apartment,814945.8468088157,1
133,fl,0,73.21751191730348,0,Non-Partisan,European,English/Welsh,Democratic,5735.885949686895,Residential,664753.3530644003,1
134,in,1,57.422802884097884,1,Non-Partisan,European,Slovakian,Democratic,58612.58407178467,Apartment,662934.4805998693,0
135,al,1,81.09148130758568,0,Republican,European,Chinese,Democratic,238256.63892690442,Residential,105817.34374385988,1
136,ma,1,25.75364275718317,1,Non-Partisan,European,English/Welsh,Democratic & Independent,73629.7566844116,Duplex,70470.40417593258,1
137,de,1,58.13544288547796,1,Non-Partisan,European,Irish,Democratic & Independent,94340.39383104701,Unknown,422241.50100680906,0
138,de,0,75.88682186350724,1,Natural Law,East and South Asian,Irish,Democratic & Independent,64336.342909605366,Apartment,358612.1525245796,1
139,il,1,21.343694380027987,1,Democratic,European,Hispanic,Republican & Independent,74013.49800651358,Unknown,124874.4665241992,1
140,ca,1,87.72264639612163,1,Democratic,European,Hispanic,Republican,152446.32598936668,Residential,702323.4537955436,0
141,ma,1,49.413678448484376,1,Non-Partisan,European,Likely Af-Am (Modeled),Independent,101959.14033010496,Unknown,65790.60741097006,0
142,ny,0,56.77108512042074,1,Democratic,European,Dutch (Netherlands),Democratic,154331.84310157134,Apartment,81201.86812733061,0
143,il,1,30.420499526505708,1,Republican,European,Dutch (Netherlands),Democratic,61314.77951748763,Residential,575322.1400025509,0
144,id,1,42.49612576192018,1,Democratic,European,English/Welsh,Democratic & Republican,197530.92179250641,Residential,321565.8112691682,1
145,ca,0,90.81040913251057,1,Democratic,European,Hispanic,Independent,56100.85231280674,Apartment,3054.4304405435105,1
146,ct,1,42.508229762018914,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,125952.1345005764,Unknown,449540.8308156408,0
147,ca,1,21.900279528558425,0,Other,European,Scots,Democratic & Independent,44483.70371371403,Unknown,507502.6789487723,0
148,ca,1,54.206882257917954,1,Republican,European,Hispanic,Republican & Independent,62902.728075565916,Residential,74802.37459143216,0
149,md,0,35.72678488431207,1,Other,European,English/Welsh,Republican,39100.758928278876,Unknown,253685.43644061405,0
150,tx,1,64.81629234241501,1,Democratic,European,Swedish,Republican,117877.95463986535,Apartment,749891.4234723073,0
151,ny,1,49.29445809170497,0,Non-Partisan,European,Irish,Democratic,21595.103936918076,Apartment,402648.64231962664,1
152,tx,1,47.78434301210281,1,Republican,European,Vietnamese,Republican & Independent,89066.95879154629,Residential,1186074.6376942366,0
153,ca,0,30.18011949964571,1,Republican,Hispanic and Portuguese,Scots,Democratic & Independent,151361.09596870453,Unknown,242354.20191513665,0
154,ak,1,66.70217886761708,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,137671.6379931553,Apartment,923002.8427524979,0
155,ca,0,88.18076900925742,1,Democratic,European,English/Welsh,Independent,69636.488905775,Apartment,229414.6036784648,1
156,mo,0,62.449953395247434,0,Democratic,European,Albanian,Democratic & Republican & Independent,46053.23823926275,Apartment,144332.1225984079,1
157,ca,0,65.27058570994508,1,Democratic,Other,Irish,Democratic,49872.667106921945,Residential,433281.6513019401,1
158,pa,1,51.324845086890335,0,Democratic,Likely African-American,English/Welsh,Democratic,127943.56529469011,Apartment,198937.2410887194,1
159,mi,1,50.11983675095813,1,Republican,European,Irish,Republican,56473.12124764622,Apartment,99411.48584644235,0
160,ga,1,24.049169058428483,0,Democratic,East and South Asian,Likely Af-Am (Modeled),Democratic,27626.915126747866,Unknown,486457.3407596566,0
161,nc,1,97.7927653721882,1,Non-Partisan,Hispanic and Portuguese,Swedish,Republican & Independent,30504.901840810904,Unknown,183896.3736969637,0
162,ca,1,55.78967524283749,1,Non-Partisan,Hispanic and Portuguese,French,Democratic,126412.58752177868,Residential,430425.6428001595,0
163,nj,0,26.271094808119557,1,Democratic,Likely African-American,English/Welsh,Democratic,37020.20664541939,Apartment,781513.391399479,1
164,co,0,29.09620881611736,1,Republican,European,English/Welsh,Republican,79764.49988040808,Unknown,350598.05714771827,0
165,oh,0,70.24041234675448,1,Democratic,Other,Likely Af-Am (Modeled),Independent,31393.25807905011,Residential,782518.0359692142,1
166,va,1,47.2612560206842,1,Republican,European,German,Independent,89928.23082240346,Residential,22905.1050975495,1
167,nj,1,54.75860300356293,0,Non-Partisan,European,French,Independent,79734.00203394526,Apartment,390013.8021320186,0
168,ny,1,51.036661232217156,0,Republican,European,Irish,Republican,59561.220048599964,Unknown,370235.8212206771,0
169,tx,1,57.530496440319126,1,Democratic,European,English/Welsh,Independent,136212.69678226323,Residential,274118.0970465116,0
170,ny,0,26.18110241320608,1,Constitution,Hispanic and Portuguese,Indian/Hindu,Independent,61722.8520334427,Residential,112264.9552493243,0
171,me,1,50.6405288378284,0,Independence,European,Hispanic,Independent,106649.78603093789,Unknown,461647.4513103857,0
172,md,1,68.03676400929041,1,Democratic,European,Chinese,Democratic & Independent,175271.56170648636,Residential,158005.34958528326,0
173,il,1,19.66745689601395,0,Republican,European,Hispanic,Republican & Independent,62887.77944966729,Residential,784509.9385555198,1
174,ca,0,53.556724611113694,0,Democratic,European,German,Independent,18031.37487098538,Apartment,468687.6604293548,1
175,va,1,33.70650646519374,1,Democratic,European,English/Welsh,Democratic & Independent,146735.74201710496,Apartment,123923.93093946856,1
176,ky,1,43.09069573221941,1,Non-Partisan,European,French,Democratic & Independent,49980.20708064979,Apartment,331347.4137151098,0
177,nc,1,37.75011068429744,1,Democratic,Other,Polish,Democratic & Independent,27422.221183738693,Unknown,240012.10205344847,0
178,wi,0,67.94895112151292,1,Democratic,Other,English/Welsh,Republican & Independent,29471.660030548825,Duplex,57742.0565605006,1
179,ny,0,61.99830991020328,0,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,80042.0216351616,Apartment,414299.38200881745,1
180,ks,0,63.97535126056061,0,Non-Partisan,European,Hispanic,Democratic,84124.11970875526,Residential,488692.40088861587,0
181,ny,1,53.833382372034215,1,Democratic,European,English/Welsh,Independent,87318.4434486369,Residential,209196.3537090164,1
182,nh,1,54.85511938618741,1,Non-Partisan,European,Irish,Republican,72273.62503970135,Residential,511185.10178845515,0
183,id,1,21.205213852817895,0,Republican,European,English/Welsh,Independent,75595.297911753,Residential,234246.12015128462,0
184,az,1,28.55597061122252,0,Non-Partisan,European,Russian (omitting former Soviet States),Democratic,-7456.668452293914,Residential,358863.5864871119,0
185,az,0,45.89260888677316,0,Non-Partisan,Hispanic and Portuguese,German,Democratic & Republican & Independent,237545.25689105352,Residential,747966.9733699989,0
186,az,0,71.35960950762696,1,Other,European,Indian/Hindu,Democratic,55724.17560470603,Residential,207968.68345331732,1
187,ny,1,28.337136160345384,1,Democratic,European,English/Welsh,Republican,78438.81382122783,Residential,321126.53824879014,0
188,mi,1,79.38171127484357,1,Republican,European,German,Democratic,40193.19855688188,Residential,215535.06003726393,1
189,ca,1,35.690694383309044,1,Democratic,European,Italian,Democratic,29067.37344088512,Mobil Home,581066.4481758741,0
190,ny,1,55.38292725086859,0,Non-Partisan,European,Norwegian,Republican,200569.03598537526,Residential,486591.46179927944,0
191,ca,0,42.00918462118,1,Republican,Likely African-American,English/Welsh,Republican,48381.92546345064,Residential,72849.5862575414,0
192,ca,1,43.8740242337996,1,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,86739.3502563483,Unknown,351396.52364617423,1
193,fl,1,31.147921152200638,1,Non-Partisan,European,Irish,Republican,58663.28581292039,Unknown,219268.65888302453,0
194,sc,1,88.33182053630496,1,Democratic,European,English/Welsh,Republican,84160.96631354421,Apartment,302962.036581637,0
195,nj,1,22.48555359852574,0,Non-Partisan,European,Irish,Democratic & Independent,-204.56873249750788,Residential,28912.22295024374,0
196,in,1,29.036498273273317,1,Republican,European,Ukrainian,Independent,45277.47970014924,Apartment,207155.52875654877,0
197,sc,1,55.0697275808157,1,Republican,European,English/Welsh,Independent,96526.55508148743,Residential,274292.06393978227,0
198,ca,1,60.68941823423178,0,Other,European,Scots,Democratic,-6683.552572845958,Residential,457369.8149790688,0
199,il,1,53.06672162344165,1,Democratic,European,Polish,Republican,45113.9965548038,Residential,394454.5808820457,0
200,ca,1,72.13208745798622,0,Non-Partisan,European,Hispanic,Republican & Independent,132042.8039857454,Residential,498996.5073259315,0
201,ca,1,20.83767628794494,1,Democratic,Likely African-American,Hispanic,Democratic & Independent,59156.79306094545,Residential,389132.10614209657,0
202,nj,0,28.646690583040506,0,Democratic,European,German,Republican & Independent,73567.96854367868,Apartment,460265.8901586727,0
203,il,0,52.36121300646202,0,Non-Partisan,Likely African-American,Irish,Independent,56048.28958280917,Residential,789000.6321019988,0
204,az,1,37.66369964516448,1,Republican,Hispanic and Portuguese,Irish,Democratic,13690.904619632878,Apartment,91812.28988280444,0
205,al,1,26.592823736474614,0,Democratic,European,Likely Af-Am (Modeled),Democratic,72071.37868846109,Residential,175905.6885344166,0
206,ks,1,49.595867089176615,0,Democratic,European,English/Welsh,Republican,131078.89958628046,Residential,399875.85960453615,1
207,dc,1,55.934143877062404,1,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,274305.36784842936,Residential,393486.73541086173,0
208,ca,1,20.982381764133944,0,Democratic,Hispanic and Portuguese,Hispanic,Independent,74091.46697579349,Residential,526630.6731234194,0
209,pa,1,56.93645399042317,1,Democratic,European,Native American,Republican & Independent,119320.82382098267,Residential,363706.9344098283,0
210,fl,0,93.36927081836232,1,Democratic,European,Korean,Republican,72783.93395503632,Residential,184878.7367400027,0
211,mi,1,71.30645920451977,1,Green,European,Hispanic,Republican & Independent,111677.27187619352,Apartment,392630.76186815347,1
212,mo,0,48.568622388608745,1,Republican,European,Irish,Democratic & Independent,53638.798769892965,Residential,516104.85359546676,0
213,ok,1,49.34384245307353,1,Democratic,European,German,Republican & Independent,92256.52871052086,Residential,176243.54636541868,0
214,la,1,61.229715890873265,1,Democratic,European,German,Republican & Independent,78640.95515823379,Apartment,374344.62969768874,0
215,fl,1,96.02423224421463,0,Republican,Hispanic and Portuguese,Hispanic,Republican,237987.77760482556,Residential,307049.48898909613,0
216,ca,1,71.45265873007915,1,Democratic,Hispanic and Portuguese,Irish,Democratic,63133.0131911086,Residential,371017.6649333867,0
217,nd,1,92.13991240018956,1,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Independent,89826.82660691744,Apartment,309832.6986687706,0
218,wi,0,30.23344442749897,1,Democratic,European,Likely Af-Am (Modeled),Republican & Independent,89997.41388090502,Apartment,946521.3448689973,0
219,mi,1,50.37432182579033,0,Democratic,European,Scots,Democratic & Independent,91532.87496086486,Unknown,558357.2575750402,0
220,wa,1,98.59912676931035,1,Republican,European,Scots,Independent,3775.964474897497,Residential,108747.20524532176,0
221,tn,1,55.57469267112551,0,Democratic,European,Irish,Democratic & Independent,83061.66533158142,Residential,651301.6575970451,0
222,ky,1,28.59647594156274,1,Democratic,Other,Hispanic,Independent,53502.314115520974,Unknown,451800.66722313536,0
223,or,1,21.512399397669185,0,Republican,European,Hungarian,Republican & Independent,60104.586881755924,Apartment,306044.6307062864,0
224,nj,1,54.7866577811429,0,Republican,European,English/Welsh,Independent,81254.43041180239,Residential,193291.60439527596,0
