,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation
81,or,0,24.552526726001044,0,Democratic,European,Chinese,Democratic,345.9238623205456,Residential,365308.1934996008,0
82,wi,1,25.287970147944936,1,Non-Partisan,European,African or Af-Am Self Reported,Independent,240280.8943343761,Apartment,316603.61275301356,0
83,oh,0,75.18843837581059,1,Republican,European,English/Welsh,Democratic,246880.36216741457,Unknown,186857.662451603,0
84,fl,1,36.265975636675826,1,Republican,Likely African-American,Irish,Independent,232525.4728136107,Apartment,307246.62664030207,0
85,tx,1,85.89471851833956,0,Democratic,European,English/Welsh,Independent,78421.47709238013,Unknown,-13000.437132497405,1
86,fl,0,95.05469994034596,1,Republican,European,Scots,Democratic & Republican & Independent,152347.8109207754,Residential,34906.22153951773,0
87,pa,1,34.4199345677181,0,Democratic,European,German,Democratic & Independent,19238.95215544737,Apartment,123379.265756233,0
88,al,1,69.5641353818373,0,Republican,Likely African-American,Italian,Democratic,139471.11443324463,Apartment,200596.917603763,0
89,ca,1,48.72829702102315,0,Democratic,European,English/Welsh,Independent,77862.04263897616,Residential,57473.31587518446,0
90,tx,1,21.122249716368454,1,Democratic,Hispanic and Portuguese,English/Welsh,Independent,80194.47591558444,Apartment,202464.30675705746,0
91,fl,0,71.92166644057556,0,Non-Partisan,Other,Vietnamese,Independent,59479.03274984171,Apartment,150563.6162355876,0
92,or,1,93.16731515281501,0,Democratic,European,Swedish,Republican,229021.4176540256,Apartment,290683.5348412932,0
93,ca,1,53.95557259420332,0,Democratic,Likely African-American,German,Democratic,149234.9614180431,Residential,355705.3050322747,0
94,or,1,65.73105958962466,0,Non-Partisan,European,English/Welsh,Democratic,149423.36917990778,Apartment,-11345.629113797622,0
95,in,1,25.974579445389818,1,Democratic,European,Native American,Independent,70475.22896617703,Apartment,93397.43472251162,0
96,ky,0,28.4521347800681,1,Non-Partisan,Other,Swedish,Republican,53891.95231583917,Unknown,297366.7781161375,0
97,co,0,90.2376584038244,0,Constitution,Likely African-American,African or Af-Am Self Reported,Democratic & Independent,198215.27574105153,Unknown,2364594.972811124,0
98,mn,1,67.12466447345692,0,Non-Partisan,Likely African-American,German,Democratic,11711.149850639329,Residential,-29219.984334996945,0
99,nj,1,68.88907804403503,0,Non-Partisan,European,English/Welsh,Democratic,227341.72934891537,Residential,541222.0970345761,0
100,ca,0,50.34073568218763,0,Republican,European,English/Welsh,Democratic,68127.64218821099,Residential,342192.0358771596,0
101,oh,0,37.96012223536384,0,Democratic,European,English/Welsh,Democratic,37106.68850672456,Duplex,218795.596777964,0
102,nc,1,93.29781211452801,0,Democratic,European,African or Af-Am Self Reported,Democratic,68613.42440497634,Duplex,110447.32760817235,0
103,ca,1,24.62037226176276,0,Non-Partisan,East and South Asian,Myanmar (Burmese),Democratic,145995.9123121252,Unknown,184580.8681575698,0
104,ca,1,54.161153685479924,1,Democratic,East and South Asian,Latvian,Democratic,196159.7688091477,Apartment,161333.94204446787,1
105,ny,0,85.1282165044937,0,Non-Partisan,Other,Sri Lankan,Democratic & Independent,11950.986110461916,Mobil Home,188202.40429673443,0
106,co,1,55.427568053010745,0,Republican,European,Polish,Democratic,62109.233004994734,Apartment,287966.590971299,0
107,tx,0,25.766906860434794,1,Republican,Hispanic and Portuguese,English/Welsh,Democratic,96220.28623508348,Residential,96543.11666181509,0
108,pa,0,106.9003420779895,0,Republican,European,Hispanic,Republican & Independent,186718.7758468552,Residential,163222.44104896486,1
109,oh,1,79.75527850323893,1,Non-Partisan,European,African or Af-Am Self Reported,Democratic,121443.71327361786,Residential,329076.7278391885,0
110,va,1,54.123114995421034,1,Democratic,Hispanic and Portuguese,Byelorussian,Democratic & Republican,174009.54439916517,Residential,-29681.348776727667,1
111,nv,1,36.40117926867825,0,Republican,European,English/Welsh,Democratic & Independent,146940.2584804797,Unknown,172914.3313847112,0
112,az,1,55.22907642790832,1,Democratic,Hispanic and Portuguese,Austrian,Independent,72290.92703229966,Residential,140446.74247722706,0
113,ca,1,30.406232119080226,1,Republican,Likely African-American,English/Welsh,Democratic,88324.00869800668,Residential,191506.4279796607,0
114,nc,1,87.62732691859671,1,Republican,European,Likely Af-Am (Modeled),Democratic,58925.12419403726,Apartment,313363.1036436405,1
115,ri,0,51.96550225012426,1,Republican,European,English/Welsh,Republican,111787.14479615935,Residential,151552.58559427754,0
116,pa,1,29.113181242483794,0,Republican,Other,English/Welsh,Democratic,100207.5933857392,Unknown,275175.19958034786,0
117,in,1,63.005029404106345,1,Green,European,English/Welsh,Republican & Independent,69097.62478657131,Residential,578186.6070646613,0
118,ca,1,59.114842091504194,0,Non-Partisan,European,African or Af-Am Self Reported,Democratic,139749.9407356729,Residential,638063.6302878107,0
119,tn,1,39.09352159516412,1,Republican,Other,English/Welsh,Democratic,261799.2372397102,Unknown,42515.30944994504,0
120,fl,0,91.10856567353702,0,Non-Partisan,European,Likely Af-Am (Modeled),Democratic,173735.6423746579,Unknown,577179.6429858449,0
121,fl,0,29.480479138004835,0,Democratic,European,Likely Af-Am (Modeled),Democratic,197528.7655650058,Condominium,56161.56617324689,0
122,mn,1,80.98652405033879,1,Non-Partisan,European,Hispanic,Republican,93564.22912446473,Residential,179456.76111444406,0
123,nh,1,72.01063381880039,1,Democratic,East and South Asian,Irish,Republican,14439.862857253333,Residential,93003.6479959791,0
124,ca,1,82.04871284907803,1,Republican,Other,African or Af-Am Self Reported,Democratic,74794.46634136511,Unknown,216445.7515433371,0
125,ak,1,76.94744331656945,1,Democratic,East and South Asian,African or Af-Am Self Reported,Independent,57988.364263180774,Residential,1016570.3914346197,0
126,ga,1,16.60618084496833,1,Democratic,European,Likely Af-Am (Modeled),Republican,61252.388578884864,Residential,253088.54196430033,0
127,ca,1,43.95814421599387,0,Republican,Other,Serbian,Democratic,69099.22440470077,Unknown,540919.4664609565,1
128,al,0,24.060892249250134,0,Republican,European,Likely Af-Am (Modeled),Independent,19193.989827381298,Mobil Home,334381.74858282635,0
129,ms,1,106.66712277531407,0,Non-Partisan,European,Hispanic,Democratic & Independent,260947.73222688388,Residential,311948.1110054661,0
130,de,1,76.20369431602188,1,Non-Partisan,Other,Hispanic,Democratic,60101.00396769999,Residential,83604.8038161018,0
131,nv,1,64.80402796396204,1,Progressive,European,Likely Af-Am (Modeled),Independent,31701.400009411125,Residential,79702.23680677313,0
132,md,1,38.046435592666754,1,Democratic,East and South Asian,English/Welsh,Independent,74842.16903864239,Residential,209883.4433789785,0
133,ms,1,63.592221866439395,1,Non-Partisan,European,Hispanic,Democratic,42665.268858450094,Apartment,69082.147992085,0
134,wy,1,76.2552607544796,0,Democratic,European,German,Democratic,157745.0570807514,Residential,144002.42312754522,0
135,il,1,53.84018835163275,0,Non-Partisan,European,English/Welsh,Republican,18755.477266699927,Residential,145114.40271193674,0
136,or,1,29.080221034772492,1,Non-Partisan,European,German,Democratic,27836.472299399808,Duplex,77642.30557079527,0
137,ny,1,36.58824401149002,1,Democratic,European,English/Welsh,Democratic,32687.733708266882,Residential,159827.1638205598,0
138,ca,0,38.07621483413982,1,Democratic,European,English/Welsh,Independent,28817.964395282863,Residential,343258.92293660896,0
139,nj,1,24.237508563827536,1,Libertarian,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic,125433.37843439222,Duplex,117937.54002059839,0
140,ca,1,89.69990364801609,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Republican,157939.5170213423,Residential,65771.96405519222,0
141,va,1,75.79121769660652,1,Non-Partisan,European,Hispanic,Independent,-9213.087351441864,Residential,722282.970123399,0
142,az,1,76.16498581166664,0,Republican,Other,English/Welsh,Democratic & Independent,116404.0498560144,Apartment,335682.9837597696,0
143,md,1,28.4469310556198,1,Non-Partisan,European,Irish,Democratic,23470.119685848847,Mobil Home,348058.8906466677,0
144,ga,0,54.00919137329189,0,Republican,Other,English/Welsh,Democratic,87125.00679085906,Residential,231919.16725913138,0
145,ny,0,27.49867098872548,0,Democratic,East and South Asian,Italian,Independent,36805.550826173996,Residential,222565.53845631224,0
146,il,1,51.68711658525575,1,Democratic,European,Hispanic,Republican,137292.73836829307,Apartment,261166.834479598,0
147,ca,1,18.366006334140323,1,Republican,European,African or Af-Am Self Reported,Independent,34238.48527116831,Residential,263083.3641060581,0
148,pa,1,74.85650614348054,1,Republican,European,English/Welsh,Democratic & Republican,71677.62739064082,Residential,315977.5802945908,0
149,mi,0,24.958405853665564,0,Republican,European,Hispanic,Republican,109712.24744036642,Triplex,237405.90408960142,0
150,tx,1,78.28986028058365,1,Other,European,English/Welsh,Independent,69496.69383223224,Unknown,57653.45693260958,0
151,fl,0,23.888925456316315,1,Republican,East and South Asian,English/Welsh,Democratic & Republican,252321.5488139054,Residential,89531.01550393218,0
152,mn,1,92.02048454733745,0,Republican,European,English/Welsh,Democratic,35708.03272116852,Apartment,426830.36468751496,1
153,il,1,41.65185776481677,0,Democratic,Hispanic and Portuguese,English/Welsh,Republican,-43.72345729436711,Residential,11731.880715574312,0
154,ga,0,39.80842791589871,0,Non-Partisan,Other,English/Welsh,Independent,46278.87284143115,Condominium,320255.2969882548,0
155,fl,1,69.23358617129838,0,Non-Partisan,European,French,Republican,160600.8515595323,Residential,123268.16871764076,0
156,ca,1,28.404963376965934,1,Non-Partisan,Hispanic and Portuguese,Likely Af-Am (Modeled),Democratic,146433.76643224686,Residential,412464.9692295091,1
157,nd,1,68.23606756987242,1,Non-Partisan,European,Korean,Independent,146873.13659858148,Condominium,179144.54027795873,0
158,ny,1,72.7938913887463,1,Democratic,European,Hispanic,Democratic,81433.2843914485,Residential,503666.6461656926,0
159,ca,0,69.59320623521813,1,Democratic,Hispanic and Portuguese,English/Welsh,Independent,78855.41578868733,Residential,23916.025643259927,0
160,me,1,60.32121013501533,1,Democratic,European,English/Welsh,Democratic & Independent,-2803.021037176877,Residential,240644.05823651922,0
161,tx,1,27.207450639441156,1,Republican,East and South Asian,English/Welsh,Democratic & Independent,191766.37887929054,Apartment,168774.11994145266,0
162,co,1,60.19086948596121,1,Republican,European,Chinese,Independent,223265.37964088007,Residential,50881.426845313705,0
163,ca,1,55.269673595841375,0,Republican,European,English/Welsh,Independent,62533.27635393185,Residential,157971.28771561917,0
164,mi,1,33.7979607927489,1,Republican,European,English/Welsh,Independent,250243.59777293153,Residential,336639.3117331711,0
165,ca,1,71.33284799965641,1,Republican,Other,Indian/Hindu,Independent,218873.0666385356,Residential,895857.0626969626,1
166,nj,0,41.85012738857122,0,Democratic,Hispanic and Portuguese,African or Af-Am Self Reported,Democratic,130755.67773544844,Residential,97944.83848043228,0
167,nd,1,74.24507623805715,0,Republican,Likely African-American,Scots,Democratic,31537.243161250524,Residential,213099.51463024397,0
168,ca,1,47.73944216174979,1,Republican,European,French,Democratic,24122.44415707437,Apartment,42625.967467072536,0
169,oh,1,54.29730755370912,1,Non-Partisan,European,German,Democratic & Republican,51177.216032581346,Apartment,116126.94653565958,0
170,nj,1,49.85530673010815,0,Constitution,European,Irish,Democratic,233444.52030015222,Residential,199920.04447583214,0
171,ma,1,34.93478839371108,1,Republican,European,Estonian,Democratic,53545.51460745724,Residential,87193.3716111503,0
172,ca,0,60.74905485327726,1,Non-Partisan,European,Irish,Democratic,64622.04086155785,Residential,29488.08392444087,0
173,az,1,55.386488446142096,1,Non-Partisan,East and South Asian,Italian,Republican,270141.9818142679,Residential,256889.43475357865,0
174,ca,1,22.904186573677343,1,Non-Partisan,European,French,Republican & Independent,24220.017866765535,Residential,185174.680428701,0
175,az,0,43.1139072048679,1,Republican,Likely African-American,Chinese,Republican & Independent,58310.41554643702,Residential,102772.63919382801,0
176,tx,1,62.89983797062051,1,Republican,European,English/Welsh,Democratic & Independent,185061.37582751815,Apartment,588557.5865005756,0
177,tx,1,60.71693541438402,1,Green,European,English/Welsh,Democratic & Independent,23752.16752861686,Residential,127870.95002737198,0
178,wa,1,81.30439058874003,1,Republican,European,Italian,Republican,218605.85247652305,Apartment,172073.1687426389,1
179,wa,0,52.84977387232683,1,Republican,European,English/Welsh,Republican,77918.33884775371,Residential,274701.58370359277,0
180,mi,1,70.61527846492173,0,Republican,Other,Polish,Democratic & Independent,72387.98959648787,Apartment,252710.89282966213,0
181,ca,1,54.28919081325711,0,Non-Partisan,Hispanic and Portuguese,Indian/Hindu,Democratic,74456.51715067888,Apartment,120031.17262742821,0
182,ca,0,31.62203414307997,0,Democratic,Other,Finnish,Republican,34198.91326268267,Residential,1519264.4218353743,0
183,ca,1,70.06177139987533,1,Democratic,European,Hispanic,Democratic & Independent,27283.867705257122,Apartment,805731.1848045783,0
184,nj,1,54.691628365495504,1,Republican,European,English/Welsh,Democratic & Independent,16855.534607384896,Residential,94198.91261051083,0
185,tn,1,88.41001936399398,0,Non-Partisan,European,Irish,Democratic,77422.08469307353,Residential,264566.2217820884,0
186,oh,1,23.153097906013326,0,Republican,European,Vietnamese,Republican & Independent,85928.70589207644,Residential,323999.1363142622,0
187,ca,0,84.8254113310866,1,Non-Partisan,Other,Scots,Democratic,162023.91797060135,Unknown,182502.9829970055,0
188,nv,0,70.38424745010063,1,Republican,European,English/Welsh,Independent,66135.00632269042,Residential,294264.1513090627,0
189,ca,1,63.26918682641372,1,Republican,European,Likely Af-Am (Modeled),Democratic,83640.02393849725,Residential,250396.28521782995,0
190,ca,1,28.126702807631222,1,Democratic,European,Hispanic,Democratic,77255.98539374539,Unknown,201427.1409263515,1
191,wa,0,59.57387679769408,1,Republican,Other,Persian,Democratic,34649.97961080965,Residential,362894.7796269752,0
192,ca,1,60.46710317972068,1,Democratic,European,Scots,Democratic,218962.83737716675,Apartment,90446.41120192493,0
193,ia,1,78.6837141729645,1,Working Family Party,East and South Asian,Irish,Republican,244778.8193536562,Residential,310981.1990703135,0
194,pa,1,64.58388104206173,0,Non-Partisan,Other,Italian,Democratic,97585.95920351754,Residential,406268.312001419,0
195,id,0,39.817281779456906,1,Republican,European,African or Af-Am Self Reported,Independent,68021.41065989056,Triplex,224915.51724516382,0
196,tx,0,28.503981344340815,0,Democratic,European,English/Welsh,Independent,11514.245030355996,Residential,479936.4731560454,0
197,fl,1,29.41908903228799,1,Conservative,European,English/Welsh,Independent,145343.50818329287,Unknown,292491.02200859744,1
198,fl,1,75.12358280988971,0,Peace and Freedom,Likely African-American,English/Welsh,Independent,61830.304999749205,Apartment,255612.50699798184,1
199,ca,1,66.43340380168445,0,Non-Partisan,European,English/Welsh,Independent,107370.8251149876,Unknown,102586.00807258561,0
200,ca,1,80.5161077105097,1,Non-Partisan,European,Chinese,Republican,29344.935705772994,Residential,975968.4125807696,0
201,nj,1,38.7096303702182,1,Democratic,European,English/Welsh,Democratic,94614.7624219054,Residential,124751.33129975459,0
202,sc,1,22.500462363050538,1,Democratic,Other,Dutch (Netherlands),Democratic & Independent,19144.344930193234,Residential,470980.2138696713,0
203,ok,1,92.93032895645875,1,Democratic,European,Likely Af-Am (Modeled),Democratic,39961.92117357763,Residential,104909.48133604598,0
204,sc,0,26.822860957254452,1,Republican,East and South Asian,English/Welsh,Independent,167261.28035552273,Residential,27473.109161998756,0
205,ca,1,27.683087661646983,0,Republican,European,Likely Af-Am (Modeled),Democratic,87681.8816133964,Unknown,261352.2124378252,0
206,pa,1,89.01296680870661,0,Republican,European,Laotian,Democratic,132585.62135136686,Apartment,1036532.8270306642,0
207,mn,1,53.04003541385434,0,Republican,East and South Asian,Norwegian,Independent,93082.8769494805,Residential,295138.3374344214,0
208,ca,0,52.654210908829924,1,Republican,European,German,Democratic & Republican,261088.48163952882,Residential,327626.38211075054,0
209,tx,0,67.17938388457532,0,Democratic,European,French,Independent,94336.7884023409,Residential,61827.49982674967,0
210,oh,1,56.75283117648739,1,Democratic,European,Likely Af-Am (Modeled),Independent,166056.79397815777,Unknown,420.93150493330904,0
211,ut,1,49.342731491069884,0,Democratic,Hispanic and Portuguese,Likely Af-Am (Modeled),Independent,65362.375962432925,Residential,696560.3081679206,0
212,ar,1,64.09027642021184,1,Democratic,European,English/Welsh,Independent,38240.196545128325,Unknown,-5220.101233938869,0
213,ca,0,49.03056965204316,0,Republican,European,Hawaiian,Democratic & Independent,66330.07229990796,Duplex,87569.36551162924,0
214,nv,1,78.53081380509346,1,Non-Partisan,Likely African-American,Scots,Democratic,51625.613468576106,Residential,77583.84091953935,1
215,mi,0,57.933205754322145,0,Republican,European,Italian,Democratic,23017.011941037857,Apartment,163978.6034496794,0
216,tx,1,24.51493842822641,1,Non-Partisan,European,English/Welsh,Democratic & Independent,84839.25528091012,Residential,288122.9793474161,0
217,ny,1,39.53011012608999,1,Democratic,Hispanic and Portuguese,Swedish,Republican,59604.863562375016,Residential,481980.9310380296,0
218,wa,0,18.47972063038218,0,Non-Partisan,European,Irish,Democratic,73908.76319663935,Unknown,-23302.070976875504,0
219,ar,1,62.2648166708469,0,Non-Partisan,European,English/Welsh,Democratic,101128.83733093242,Apartment,31317.528702306794,1
220,ca,1,85.16937773867943,0,Republican,Likely African-American,English/Welsh,Republican,139889.44748009276,Residential,339365.76110474166,0
221,co,0,68.31160195564284,1,Democratic,Likely African-American,English/Welsh,Democratic & Independent,6678.432550502932,Residential,164312.25880585605,0
222,wa,1,49.09098585982764,0,Reform,Hispanic and Portuguese,German,Democratic,74282.54994368576,Unknown,-23055.757526653164,0
223,co,0,55.69431133673123,1,Republican,European,Scots,Democratic,48043.76797655761,Residential,255129.81312423572,1
224,oh,1,50.031737738335714,1,Republican,Hispanic and Portuguese,Indian/Hindu,Republican,38576.72194928726,Residential,479309.65160474286,0
