,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation,row_index
40,mo,1,61.0,1,Republican,European,Scots,Republican,116000.0,Residential,409229.0,0,351455
41,ca,1,54.0,1,Libertarian,European,German,Democratic & Independent,35000.0,Residential,580529.0,0,105661
42,va,1,57.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,85000.0,Residential,236239.0,0,19603
43,tn,1,71.0,1,Democratic,European,English/Welsh,Democratic,72000.0,Residential,219337.0,0,301476
44,ny,1,66.0,1,Non-Partisan,,,Democratic & Independent,14000.0,Residential,281014.0,1,244460
45,la,1,51.0,1,Republican,European,German,Republican,250000.0,Residential,71811.0,1,356059
46,mt,1,67.0,1,Democratic,European,English/Welsh,Democratic,40000.0,Residential,187500.0,0,340615
47,ca,1,64.0,0,Non-Partisan,European,English/Welsh,Independent,26000.0,Mobil Home,63559.0,0,397817
48,md,0,33.0,0,Non-Partisan,European,Czech,Democratic & Independent,69999.0,Apartment,247442.0,1,140119
49,ny,1,87.0,0,Democratic,European,Dutch (Netherlands),Democratic & Republican,60000.0,Residential,62500.0,1,246273
50,co,1,78.0,1,Democratic,European,English/Welsh,Democratic & Independent,84000.0,Residential,509436.0,0,377369
51,fl,1,31.0,1,Non-Partisan,European,English/Welsh,Independent,72000.0,Residential,259973.0,0,289649
52,nj,1,56.0,1,Democratic,European,German,Democratic & Independent,144000.0,Apartment,531817.0,1,118930
53,ca,1,55.0,0,Republican,European,English/Welsh,Republican & Independent,197000.0,Residential,1174637.0,0,388053
54,il,0,24.0,0,Non-Partisan,European,German,Democratic & Independent,8000.0,Apartment,85183.0,0,179561
55,tx,1,59.0,1,Republican,European,German,Republican,250000.0,Residential,458867.0,0,367336
56,va,0,33.0,1,Democratic,,,Democratic,60000.0,Residential,186764.0,0,20167
57,va,1,71.0,0,Republican,European,English/Welsh,Republican,21000.0,Residential,147488.0,0,266374
58,mn,1,60.0,0,Republican,European,English/Welsh,Republican,122000.0,Residential,380577.0,0,335881
59,ga,1,56.0,1,Republican,European,English/Welsh,Republican,64000.0,Residential,187029.0,0,284156
60,ca,1,74.0,0,Republican,European,English/Welsh,Republican,136000.0,Residential,258372.0,0,397833
61,co,1,65.0,0,Republican,European,German,Republican & Independent,106695.0,Residential,625000.0,0,377557
62,ar,1,66.0,1,Republican,European,Scots,Democratic & Republican,59000.0,Residential,269409.0,0,357455
63,fl,0,31.0,1,Republican,European,English/Welsh,Republican,39000.0,Apartment,84166.0,0,156893
64,pa,1,35.0,1,Democratic,European,Scots,Democratic,98000.0,Residential,278104.0,0,256095
65,mi,1,35.0,1,Republican,European,German,Republican,112000.0,Residential,328573.0,0,325849
66,wa,1,66.0,0,Republican,European,English/Welsh,Republican,173000.0,Residential,721152.0,0,408742
67,tx,0,69.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,42093.0,Residential,112500.0,0,368297
68,nc,1,56.0,1,Republican,,,Democratic & Republican & Independent,196000.0,Residential,378806.0,0,269508
69,hi,0,,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,104326.0,Apartment,831848.0,0,217464
70,tx,1,56.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,47298.0,Residential,129934.0,0,78279
71,ma,1,43.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,112000.0,Residential,203553.0,1,223289
72,ca,1,59.0,0,Republican,European,English/Welsh,Democratic & Republican,123000.0,Residential,528623.0,1,396311
73,va,1,75.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,46000.0,Residential,50184.0,0,265776
74,az,1,75.0,0,Republican,European,Italian,Republican,81249.0,Condominium,62500.0,0,381605
75,nc,0,31.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,23000.0,Residential,49019.0,1,22080
76,mi,0,45.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,37000.0,Apartment,46083.0,0,170286
77,nc,1,62.0,0,Republican,European,Bulgarian,Republican,72080.0,Residential,267813.0,1,23186
78,az,1,34.0,1,Democratic,European,English/Welsh,Democratic & Independent,14000.0,Apartment,247499.0,0,200713
79,co,0,54.0,0,Other,European,English/Welsh,Independent,28435.0,Unknown,101874.0,0,87418
80,md,1,38.0,1,Democratic,European,English/Welsh,Democratic,99000.0,Residential,187500.0,0,17503
81,co,1,59.0,0,Republican,European,Scots,Republican,22000.0,Residential,66315.0,1,378755
82,tx,0,58.0,1,Republican,East and South Asian,Korean,Republican,59000.0,Residential,227256.0,0,365110
83,tn,0,33.0,0,Non-Partisan,,,Independent,103202.0,Unknown,209249.0,0,42843
84,mt,1,43.0,1,Republican,European,English/Welsh,Republican,60000.0,Residential,62500.0,0,64221
85,oh,1,28.0,1,Democratic,European,English/Welsh,Democratic & Republican,47000.0,Residential,180808.0,0,311130
86,pa,1,42.0,0,Republican,,,Democratic & Republican,77658.0,Unknown,153528.0,0,14247
87,mi,0,65.0,0,Democratic,European,English/Welsh,Democratic,36000.0,Apartment,169642.0,0,169050
88,ks,0,19.0,0,Non-Partisan,European,English/Welsh,Independent,128000.0,Residential,350539.0,0,71922
89,wv,1,47.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,63480.0,Unknown,149749.0,0,21637
90,in,1,24.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,62590.0,Unknown,140542.0,0,53697
91,tx,1,35.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,54000.0,Residential,202031.0,0,362570
92,ca,1,20.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,72856.0,Apartment,369337.0,0,210474
93,ca,0,31.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,30624.0,Apartment,89499.0,0,206988
94,ma,1,65.0,0,Non-Partisan,European,Hungarian,Independent,140375.0,Residential,475000.0,1,226169
95,oh,1,70.0,0,Democratic,European,Italian,Democratic,71000.0,Residential,208852.0,0,309833
96,fl,1,73.0,0,Non-Partisan,European,Irish,Independent,92000.0,Residential,295864.0,0,38543
97,ny,0,39.0,0,Non-Partisan,,,Democratic & Independent,26000.0,Duplex,524249.0,0,124833
98,il,1,28.0,1,Non-Partisan,European,English/Welsh,Independent,27905.0,Unknown,48332.0,0,68794
99,tx,1,48.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Republican,72908.0,Unknown,172221.0,0,79875
100,or,1,50.0,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,62055.0,Apartment,256145.0,0,219698
101,vt,1,45.0,1,Republican,European,German,Republican,121000.0,Residential,232383.0,0,3497
102,or,1,38.0,0,Democratic,European,French,Democratic & Independent,44000.0,Triplex,,0,219362
103,ks,1,41.0,1,Republican,European,Scots,Republican,92000.0,Residential,212500.0,0,352766
104,ny,1,71.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,250000.0,Apartment,256114.0,1,124818
105,ca,1,50.0,1,Democratic,East and South Asian,Chinese,Democratic & Republican & Independent,146000.0,Residential,1006565.0,0,399100
106,ny,1,71.0,1,Republican,European,English/Welsh,Republican,41000.0,Residential,13629.0,1,245578
107,ny,1,53.0,1,Democratic,European,Irish,Democratic,93000.0,Residential,97626.0,0,246093
108,ca,1,51.0,0,Democratic,European,English/Welsh,Democratic & Independent,105356.0,Unknown,646018.0,0,102022
109,il,1,61.0,0,Republican,European,English/Welsh,Republican,63000.0,Residential,387129.0,0,347851
110,fl,0,23.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,21327.0,Unknown,52499.0,0,37916
111,ia,0,51.0,0,Republican,European,English/Welsh,Republican & Independent,65713.0,Apartment,116795.0,0,172544
112,ar,1,72.0,1,Republican,European,English/Welsh,Republican,103181.0,Residential,162500.0,1,358120
113,ny,0,27.0,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,25928.0,Apartment,57142.0,0,126904
114,ga,1,23.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,62828.0,Apartment,166666.0,0,148910
115,wi,1,,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,75386.0,Apartment,160768.0,0,173428
116,tn,1,65.0,0,Republican,European,English/Welsh,Republican,74000.0,Residential,532178.0,0,302348
117,tx,1,41.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,82000.0,Residential,202117.0,1,362616
118,tx,1,33.0,0,Democratic,,,Democratic & Republican,80000.0,Residential,206303.0,0,78980
119,vt,1,81.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,103852.0,Apartment,322851.0,0,115866
120,ga,1,55.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,153000.0,Residential,255930.0,1,282704
121,ny,0,51.0,0,Non-Partisan,,,Independent,250000.0,Residential,1453782.0,0,241759
122,tx,0,32.0,1,Republican,European,English/Welsh,Republican,86023.0,Apartment,186070.0,0,192320
123,mn,1,71.0,1,Republican,European,Danish,Republican,120000.0,Residential,383598.0,1,338581
124,va,0,80.0,1,Republican,European,English/Welsh,Democratic & Republican,35000.0,Residential,377973.0,0,19805
125,ri,1,20.0,0,Democratic,European,English/Welsh,Democratic,101603.0,Apartment,287819.0,0,114316
126,ca,0,80.0,1,Democratic,European,English/Welsh,Democratic & Republican,30000.0,Residential,536718.0,1,394502
127,tx,1,35.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Republican,86000.0,Residential,209376.0,0,368813
128,ca,1,53.0,0,Republican,European,English/Welsh,Republican,60516.0,Unknown,114551.0,0,104135
129,wa,1,69.0,1,Democratic,European,English/Welsh,Democratic,121880.0,Apartment,297708.0,0,222415
130,nv,1,37.0,1,Republican,European,Swedish,Republican,94000.0,Apartment,355954.0,0,201651
131,oh,1,78.0,0,Democratic,European,Polish,Democratic,39000.0,Residential,181010.0,0,312540
132,tx,1,45.0,0,Republican,European,English/Welsh,Republican,84000.0,Residential,206383.0,0,79934
133,sc,1,37.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,41000.0,Residential,106323.0,0,276519
134,fl,1,70.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,71868.0,Apartment,305555.0,1,155195
135,il,1,56.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,6000.0,Triplex,56521.0,0,182980
136,sc,1,59.0,0,Republican,East and South Asian,Chinese,Republican,241000.0,Residential,429514.0,0,276138
137,ca,1,55.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,66000.0,Residential,1025383.0,0,397484
138,tx,1,90.0,0,Republican,European,English/Welsh,Republican,250000.0,Residential,388134.0,1,366229
139,nj,0,56.0,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,10000.0,Apartment,394999.0,0,118523
140,wa,1,62.0,1,Democratic,East and South Asian,Chinese,Democratic,160000.0,Residential,999181.0,1,409565
141,ny,1,31.0,0,Non-Partisan,European,Italian,Republican & Independent,47000.0,Residential,216750.0,1,245280
142,fl,1,87.0,1,Democratic,European,English/Welsh,Democratic,142053.0,Apartment,425000.0,1,158567
143,pa,0,45.0,1,Democratic,East and South Asian,Chinese,Democratic & Independent,191386.0,Residential,541133.0,0,12670
144,nc,1,38.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,88704.0,Residential,277655.0,0,25420
145,fl,1,26.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,100555.0,Residential,231730.0,0,36606
146,va,1,65.0,0,Republican,European,English/Welsh,Republican,44000.0,Residential,150946.0,1,264953
147,nj,1,70.0,0,Democratic,European,English/Welsh,Democratic & Republican,70836.0,Residential,330368.0,0,235142
148,tx,1,53.0,0,Republican,European,German,Republican,250000.0,Residential,403586.0,0,374921
149,pa,0,39.0,0,Libertarian,Likely African-American,Likely Af-Am (Modeled),Independent,43210.0,Apartment,120897.0,0,136768
150,in,1,28.0,0,Non-Partisan,East and South Asian,Chinese,Democratic & Independent,146000.0,Residential,701151.0,0,318141
151,la,1,53.0,0,Republican,European,Scots,Republican,46041.0,Unknown,37616.0,0,74397
152,ny,1,28.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,152499.0,Apartment,661311.0,0,122800
153,ar,1,59.0,0,Non-Partisan,European,English/Welsh,Independent,68000.0,Residential,260742.0,1,357890
154,ca,1,35.0,1,Democratic,European,French,Democratic,54843.0,Unknown,143070.0,0,101412
155,de,1,46.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,13624.0,Apartment,222631.0,0,136927
156,wa,0,20.0,1,Republican,,,Republican,98000.0,Residential,272104.0,0,110172
157,ky,1,76.0,1,Democratic,European,English/Welsh,Democratic,7000.0,Apartment,124042.0,1,162581
158,nh,1,58.0,0,Republican,European,English/Welsh,Democratic & Republican & Independent,192000.0,Residential,480291.0,1,228782
159,az,1,48.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,62053.0,Apartment,232100.0,0,198665
160,tx,1,30.0,1,Republican,European,English/Welsh,Republican,60000.0,Apartment,99456.0,1,189917
161,wv,1,55.0,1,Democratic,European,English/Welsh,Democratic,64000.0,Residential,71986.0,0,268147
162,ky,1,23.0,0,Republican,European,German,Republican,78000.0,Residential,217264.0,0,308535
163,ct,1,74.0,0,Republican,European,Italian,Republican,63815.0,Residential,325000.0,1,231880
164,tx,0,31.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,76000.0,Residential,220349.0,0,362672
165,pa,1,66.0,1,Republican,European,Irish,Republican & Independent,54000.0,Residential,377079.0,1,252310
166,fl,1,71.0,0,Democratic,European,German,Democratic,78000.0,Residential,225740.0,0,289004
167,ma,1,31.0,0,Non-Partisan,European,Polish,Independent,124000.0,Residential,540825.0,0,224511
168,ma,0,46.0,0,Non-Partisan,East and South Asian,Indian/Hindu,Independent,206000.0,Residential,329460.0,0,225184
169,ms,1,44.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,62000.0,Residential,104603.0,0,306220
170,ms,1,28.0,1,Republican,European,English/Welsh,Republican,60363.0,Unknown,105605.0,0,45073
171,tx,1,54.0,0,Democratic,Other,Filipino,Democratic,29000.0,Apartment,148749.0,1,191327
172,la,1,45.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic & Independent,167000.0,Residential,226803.0,0,73707
173,il,0,37.0,1,Non-Partisan,European,French,Independent,22000.0,Apartment,174166.0,1,179729
174,oh,1,53.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,121000.0,Residential,260863.0,1,317340
175,ut,1,69.0,1,Republican,European,English/Welsh,Republican,95378.0,Unknown,256180.0,0,89914
176,fl,1,71.0,1,Republican,European,Italian,Republican,78000.0,Residential,122504.0,0,32949
177,ny,1,22.0,0,Democratic,European,English/Welsh,Democratic,142166.0,Apartment,349999.0,0,122279
178,nj,0,20.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,140000.0,Triplex,285932.0,0,118576
179,nj,1,26.0,0,Republican,,,Republican & Independent,250000.0,Residential,488233.0,0,237689
180,nv,1,68.0,0,Republican,European,English/Welsh,Republican,60812.0,Residential,112500.0,1,386437
181,ga,1,49.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,102000.0,Residential,172856.0,0,284492
182,va,1,42.0,1,Non-Partisan,European,English/Welsh,Independent,132000.0,Residential,229169.0,0,266323
183,ca,1,20.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,33970.0,Apartment,255378.0,0,216246
184,ma,1,58.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,32000.0,Apartment,332546.0,0,112012
185,nm,0,27.0,0,Democratic,European,English/Welsh,Democratic & Independent,67000.0,Residential,162330.0,0,93320
186,tx,0,60.0,0,Democratic,European,German,Democratic,56428.0,Apartment,113749.0,0,191341
187,ca,1,68.0,0,Democratic,European,English/Welsh,Democratic,78380.0,Unknown,465460.0,0,104159
188,oh,1,22.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,70000.0,Residential,214709.0,0,48763
189,tn,1,30.0,1,Republican,European,Irish,Republican,34749.0,Unknown,82590.0,0,42198
190,nc,1,26.0,1,Republican,European,English/Welsh,Republican,250000.0,Residential,327207.0,0,272329
191,ky,1,76.0,0,Democratic,European,German,Democratic,83450.0,Apartment,222045.0,0,162701
192,mn,1,58.0,1,Republican,European,English/Welsh,Republican,191000.0,Residential,490809.0,0,337008
193,ca,1,29.0,0,Republican,,,Republican,188000.0,Residential,872578.0,0,396807
194,mn,1,74.0,0,Republican,European,Irish,Republican,44000.0,Residential,325000.0,0,337573
195,tx,1,29.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,63000.0,Apartment,71823.0,0,192255
196,oh,1,72.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,77000.0,Residential,106066.0,0,309453
197,nj,1,54.0,0,Democratic,European,Italian,Democratic,61428.0,Apartment,169106.0,0,118639
198,ga,1,33.0,0,Republican,European,English/Welsh,Republican,48695.0,Apartment,149471.0,0,146950
199,ca,1,57.0,0,Republican,European,English/Welsh,Republican,203000.0,Residential,514376.0,0,403495
200,nj,1,46.0,1,Republican,European,English/Welsh,Republican & Independent,99000.0,Residential,367219.0,1,238119
201,pa,1,51.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,175000.0,Residential,141624.0,0,247823
202,mn,0,33.0,0,Non-Partisan,Other,Serbian,Independent,76000.0,Residential,142337.0,0,336844
203,mo,1,73.0,0,Democratic,European,German,Democratic & Republican,98000.0,Residential,304259.0,1,349157
204,md,1,74.0,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,25000.0,Residential,224966.0,0,261510
205,al,1,76.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,66338.0,Residential,162500.0,0,298080
206,tx,1,79.0,0,Democratic,European,English/Welsh,Democratic,,Apartment,,0,194302
207,mt,1,29.0,0,Non-Partisan,,,Independent,69531.0,Apartment,270488.0,0,178053
208,fl,1,38.0,1,Republican,European,Irish,Republican,71750.0,Apartment,246303.0,0,152909
209,fl,1,58.0,1,Republican,,,Republican,196000.0,Residential,435497.0,0,34770
210,ca,1,31.0,1,Democratic,European,Scots,Democratic & Independent,121428.0,Unknown,590535.0,0,102768
211,tx,1,28.0,1,Non-Partisan,European,English/Welsh,Independent,46749.0,Unknown,118219.0,0,79385
212,nv,0,20.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,96000.0,Residential,209880.0,0,94982
213,ca,1,34.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,80000.0,Residential,610235.0,0,389480
214,ks,1,24.0,1,Non-Partisan,,,Republican & Independent,80592.0,Residential,251470.0,0,72283
215,nc,1,72.0,0,Non-Partisan,East and South Asian,Vietnamese,Independent,7000.0,Apartment,156312.0,0,144104
216,co,1,37.0,0,Republican,European,German,Republican,160000.0,Residential,377841.0,0,378885
217,ga,1,20.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,58000.0,Residential,208354.0,0,281196
218,wi,1,73.0,0,Republican,European,German,Democratic & Republican,53000.0,Residential,245682.0,1,334129
219,co,1,23.0,1,Non-Partisan,European,Scots,Independent,95000.0,Residential,543353.0,0,376312
220,fl,1,22.0,0,Democratic,European,English/Welsh,Democratic & Independent,189000.0,Residential,582446.0,0,290620
221,il,1,46.0,0,Non-Partisan,European,English/Welsh,Independent,202000.0,Residential,285135.0,0,344478
222,ca,1,60.0,0,Republican,European,English/Welsh,Republican,82000.0,Residential,662029.0,1,402020
223,pa,1,67.0,0,Democratic,European,French,Democratic,65697.0,Apartment,112500.0,0,133772
224,ny,0,31.0,0,Non-Partisan,European,English/Welsh,Independent,89302.0,Apartment,152221.0,0,132491
225,ny,0,78.0,1,Non-Partisan,,,Democratic & Independent,9000.0,Residential,122499.0,1,247294
226,tx,1,26.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,230000.0,Apartment,220743.0,0,194090
227,ct,1,59.0,0,Republican,European,Irish,Democratic & Republican & Independent,232000.0,Residential,410323.0,0,232382
228,tx,0,31.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,43845.0,Apartment,131874.0,0,189120
229,oh,1,47.0,1,Republican,European,German,Republican,73000.0,Residential,256780.0,1,164435
230,ga,0,30.0,0,Republican,,,Democratic & Republican & Independent,77733.0,Apartment,167832.0,0,150100
231,mi,0,57.0,1,Democratic,European,English/Welsh,Democratic,41710.0,Apartment,58999.0,0,171113
232,mo,1,43.0,0,Republican,European,Irish,Republican,103000.0,Apartment,138809.0,0,184029
233,md,1,30.0,0,Democratic,East and South Asian,Chinese,Democratic,158124.0,Apartment,394743.0,0,138880
234,id,1,68.0,1,Republican,European,English/Welsh,Republican,72201.0,Unknown,148947.0,0,89726
235,va,1,61.0,1,Republican,European,French,Republican,97000.0,Apartment,634734.0,0,141161
236,sc,1,70.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,6000.0,Apartment,107004.0,0,145611
237,ia,1,80.0,0,Democratic,European,German,Democratic,77000.0,Apartment,97540.0,1,172727
238,ks,1,44.0,1,Republican,European,German,Republican & Independent,80576.0,Residential,237500.0,1,353960
239,nj,1,56.0,1,Non-Partisan,Other,Russian (omitting former Soviet States),Democratic & Independent,171000.0,Residential,844515.0,1,235321
240,ca,1,73.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,142000.0,Residential,224302.0,1,404436
241,tx,1,24.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,87000.0,Residential,220333.0,0,371849
242,ks,1,29.0,1,Republican,European,Scots,Republican,31562.0,Apartment,149499.0,0,185043
243,fl,1,78.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,120000.0,Residential,479422.0,1,285976
244,ny,1,68.0,0,Democratic,East and South Asian,Laotian,Democratic & Independent,26000.0,Duplex,780874.0,1,127425
245,fl,1,64.0,0,Republican,European,Irish,Republican,71000.0,Residential,163648.0,0,287601
246,pa,1,60.0,1,Republican,,,Democratic & Republican,124000.0,Residential,617869.0,1,254132
247,fl,1,29.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,66000.0,Residential,281436.0,0,293130
248,vt,1,79.0,0,Non-Partisan,European,Swedish,Independent,95000.0,Residential,384109.0,1,230336
249,ma,1,29.0,1,Non-Partisan,European,Italian,Independent,68000.0,Residential,340209.0,0,227383
250,ca,0,22.0,1,Democratic,European,English/Welsh,Democratic & Independent,123000.0,Residential,797433.0,0,103606
251,sc,1,38.0,1,Non-Partisan,Other,Armenian,Independent,52552.0,Unknown,163424.0,1,26795
252,ut,1,30.0,1,Republican,East and South Asian,Korean,Republican,181000.0,Residential,213863.0,0,381306
253,tx,0,60.0,0,Republican,European,English/Welsh,Republican,233000.0,Residential,412177.0,1,363397
254,ca,1,23.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,,Apartment,,0,215978
255,sc,1,60.0,0,Republican,East and South Asian,Chinese,Republican,42000.0,Residential,187500.0,0,275141
256,ny,1,57.0,1,Democratic,European,Italian,Democratic & Independent,145000.0,Residential,360893.0,1,243757
257,il,1,20.0,0,Non-Partisan,,,Independent,250000.0,Apartment,320367.0,0,179779
258,ky,1,85.0,1,Republican,European,English/Welsh,Republican,6000.0,Residential,94106.0,0,307011
259,il,1,67.0,0,Republican,European,English/Welsh,Republican,,Unknown,,0,68417
