,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation,row_index
162,or,1,44.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,143000.0,Residential,314817.0,1,408493
163,tx,1,37.0,1,Non-Partisan,European,English/Welsh,Independent,80142.0,Unknown,190398.0,0,84212
164,fl,1,21.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican,63000.0,Residential,335053.0,0,290795
165,va,0,39.0,0,Non-Partisan,European,English/Welsh,Independent,118749.0,Unknown,344190.0,0,18072
166,wa,1,35.0,0,Democratic,European,English/Welsh,Democratic,101379.0,Residential,237500.0,0,222776
167,fl,1,23.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,9000.0,Apartment,238888.0,0,154416
168,ga,1,67.0,0,Republican,European,Irish,Republican,95000.0,Residential,127326.0,0,28288
169,co,1,56.0,1,Republican,,,Democratic & Republican,88000.0,Residential,451946.0,0,376118
170,ks,1,43.0,0,Republican,European,English/Welsh,Republican & Independent,126000.0,Residential,87500.0,1,353494
171,tx,0,33.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,64741.0,Unknown,104654.0,0,86010
172,il,1,54.0,1,Non-Partisan,,,Independent,74000.0,Residential,366615.0,1,342488
173,ny,0,29.0,1,Non-Partisan,European,English/Welsh,Democratic & Republican & Independent,121000.0,Residential,307864.0,1,246573
174,ca,0,47.0,1,Democratic,European,English/Welsh,Democratic & Independent,250000.0,Residential,311517.0,0,105785
175,ia,1,69.0,0,Democratic,European,German,Democratic,77572.0,Apartment,173124.0,0,172350
176,il,1,83.0,0,Non-Partisan,European,English/Welsh,Independent,78709.0,Residential,216666.0,1,343374
177,fl,1,40.0,0,Non-Partisan,European,German,Independent,250000.0,Residential,534508.0,0,292431
178,ny,1,54.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,116874.0,Condominium,596091.0,0,8976
179,nc,1,20.0,1,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Independent,20416.0,Residential,55869.0,0,24300
180,ny,0,71.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,64000.0,Apartment,184434.0,0,122467
181,il,1,23.0,1,Democratic,European,English/Welsh,Democratic & Republican & Independent,120000.0,Residential,468823.0,0,65703
182,fl,1,62.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,52908.0,Residential,269502.0,0,290123
183,ny,1,36.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,103000.0,Apartment,737416.0,0,122972
184,ny,1,46.0,0,Democratic,European,English/Welsh,Democratic,43110.0,Apartment,189104.0,0,132829
185,ny,1,74.0,1,Democratic,European,English/Welsh,Democratic,100050.0,Apartment,480881.0,0,129828
186,sc,1,82.0,0,Republican,European,German,Republican,52968.0,Residential,137500.0,1,275786
187,ny,1,43.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,32000.0,Apartment,737499.0,0,127554
188,va,1,30.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,90999.0,Unknown,236330.0,0,17985
189,md,1,78.0,1,Democratic,,,Democratic,44000.0,Residential,99344.0,1,262338
190,tx,1,24.0,0,Republican,European,Norwegian,Republican,250000.0,Residential,1680459.0,0,363745
191,hi,1,65.0,1,Republican,European,Irish,Republican,111026.0,Residential,625000.0,0,405870
192,ms,0,59.0,1,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,31856.0,Apartment,79114.0,0,162114
193,pa,1,33.0,0,Republican,European,English/Welsh,Republican,179000.0,Residential,121855.0,0,251824
194,de,1,53.0,1,Democratic,European,Irish,Democratic,202000.0,Residential,317248.0,1,257048
195,tx,1,52.0,0,Republican,European,English/Welsh,Republican,71013.0,Unknown,111357.0,0,78568
196,ma,1,31.0,0,Non-Partisan,European,Italian,Independent,144000.0,Residential,490148.0,0,224477
197,wi,1,64.0,0,Republican,European,English/Welsh,Republican,80533.0,Residential,295415.0,0,333320
198,ny,1,33.0,1,Democratic,European,English/Welsh,Democratic,90624.0,Apartment,156402.0,0,131694
199,tn,1,44.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Republican,69494.0,Unknown,131603.0,0,41390
200,ca,0,17.0,0,Non-Partisan,East and South Asian,Chinese,Democratic & Independent,199000.0,Residential,1300000.0,0,388791
201,ok,0,29.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,40000.0,Residential,110869.0,0,359874
202,ma,1,53.0,1,Non-Partisan,European,Greek,Independent,97000.0,Residential,62500.0,1,226400
203,ca,1,41.0,1,Republican,,,Democratic & Republican,121000.0,Residential,312883.0,0,101296
204,ar,1,52.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,81157.0,Unknown,160442.0,0,75176
205,il,1,77.0,0,Republican,European,English/Welsh,Republican,34000.0,Residential,403619.0,1,346566
206,nv,1,74.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,52199.0,Residential,298999.0,0,94251
207,mi,1,41.0,1,Republican,European,Scots,Republican,162000.0,Residential,372789.0,0,328608
208,ny,1,53.0,0,Republican,European,Irish,Republican,23000.0,Residential,265470.0,0,245925
209,ky,0,23.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,40582.0,Unknown,64047.0,0,45474
210,al,1,47.0,0,Non-Partisan,European,English/Welsh,Independent,,Unknown,,0,39938
211,tn,0,24.0,0,Non-Partisan,European,Irish,Democratic & Independent,250000.0,Residential,3132744.0,0,43472
212,ny,1,68.0,0,Republican,European,Swedish,Republican,63617.0,Unknown,96874.0,0,10887
213,tn,1,71.0,1,Republican,European,English/Welsh,Republican,37000.0,Residential,219696.0,0,302361
214,ca,1,70.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,250000.0,Residential,1146695.0,0,397472
215,nj,1,89.0,1,Republican,European,English/Welsh,Republican,119062.0,Unknown,327226.0,0,5980
216,pa,1,59.0,1,Democratic,European,German,Democratic,69191.0,Apartment,325000.0,0,135407
217,va,1,62.0,1,Republican,European,English/Welsh,Republican,85000.0,Residential,284059.0,1,264257
218,nj,0,69.0,1,Non-Partisan,European,English/Welsh,Democratic & Independent,123000.0,Apartment,261343.0,0,118304
219,va,1,33.0,1,Democratic,European,Irish,Democratic,189102.0,Apartment,619419.0,0,137963
220,tx,1,51.0,1,Democratic,European,English/Welsh,Democratic,71000.0,Residential,541533.0,0,362876
221,ca,1,31.0,0,Democratic,,,Democratic,93392.0,Unknown,396542.0,0,97306
222,ca,1,59.0,1,Republican,European,Italian,Republican,82552.0,Apartment,255719.0,0,214099
223,pa,0,82.0,0,Republican,European,Italian,Republican,21000.0,Residential,47261.0,1,252138
224,ga,0,61.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,6000.0,Mobil Home,223570.0,0,286606
225,nv,1,52.0,0,Republican,European,Irish,Republican,171000.0,Residential,835446.0,0,386295
226,ca,1,45.0,0,Democratic,East and South Asian,Indian/Hindu,Democratic & Republican & Independent,227000.0,Residential,1000000.0,1,402074
227,ny,1,69.0,0,Democratic,,,Democratic,43000.0,Residential,4868615.0,1,241248
228,md,1,83.0,1,Democratic,European,German,Democratic & Republican,25000.0,Residential,255616.0,1,261583
229,ca,1,26.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Democratic & Independent,77654.0,Apartment,544363.0,0,206428
230,tn,1,34.0,1,Non-Partisan,European,English/Welsh,Independent,89000.0,Residential,136842.0,0,303759
231,wi,0,,0,Democratic,European,German,Democratic,35757.0,Apartment,294999.0,0,174920
232,fl,1,76.0,1,Democratic,European,English/Welsh,Democratic,120000.0,Residential,383580.0,0,289021
233,wa,1,29.0,1,Democratic,European,German,Democratic,28000.0,Apartment,557142.0,0,221898
234,nv,1,42.0,0,Non-Partisan,European,Scots,Independent,113124.0,Unknown,332943.0,0,94242
235,fl,1,72.0,1,Democratic,European,English/Welsh,Democratic,49000.0,Residential,62500.0,0,287402
236,nj,1,51.0,0,Democratic,European,English/Welsh,Democratic,221000.0,Residential,410859.0,0,238780
237,in,1,24.0,1,Republican,European,Swedish,Democratic & Republican & Independent,65000.0,Residential,252952.0,0,318508
238,nv,1,32.0,0,American Independent,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,72000.0,Apartment,223424.0,1,201604
239,oh,1,20.0,1,Republican,European,English/Welsh,Republican,121150.0,Residential,257406.0,0,51345
240,ky,1,38.0,1,Democratic,European,German,Democratic & Republican,112000.0,Residential,281805.0,0,307604
241,fl,1,38.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic & Independent,50000.0,Apartment,245439.0,0,155589
242,tn,1,38.0,1,Democratic,European,English/Welsh,Democratic & Independent,94420.0,Unknown,272750.0,0,43770
243,sc,1,61.0,1,Republican,European,German,Republican,40000.0,Residential,137500.0,0,275165
244,pa,1,19.0,0,Democratic,European,Irish,Democratic & Republican,124218.0,Residential,425000.0,0,14311
245,ga,1,31.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,34000.0,Apartment,201150.0,0,146825
246,me,1,80.0,1,Democratic,European,Irish,Democratic,48000.0,Residential,126274.0,1,229784
247,wa,1,44.0,1,Republican,European,English/Welsh,Republican,95624.0,Residential,321329.0,0,108976
248,ny,1,63.0,1,Democratic,European,English/Welsh,Democratic & Independent,67000.0,Residential,163233.0,0,246350
249,md,1,39.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,212000.0,Residential,358443.0,0,259711
250,ny,0,91.0,1,Democratic,European,German,Democratic,30000.0,Apartment,625000.0,0,121765
251,mn,1,79.0,1,Non-Partisan,European,English/Welsh,Independent,34000.0,Residential,139888.0,0,338435
252,wa,1,67.0,1,Democratic,European,English/Welsh,Democratic,123000.0,Residential,791082.0,0,409791
253,nv,1,59.0,0,Republican,European,English/Welsh,Republican,139000.0,Residential,354642.0,0,94903
254,ny,0,57.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,38832.0,Apartment,445384.0,0,122944
255,in,0,74.0,1,Non-Partisan,European,Scots,Independent,72000.0,Residential,230892.0,0,320666
256,ct,1,73.0,1,Non-Partisan,,,Democratic & Independent,138000.0,Residential,335179.0,1,231372
257,ny,1,31.0,0,Democratic,European,German,Democratic,17000.0,Duplex,143479.0,0,132499
258,nj,1,39.0,0,Non-Partisan,European,Irish,Independent,,Unknown,,0,6456
259,ny,0,70.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,25000.0,Triplex,212500.0,0,124914
