,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation,row_index
22,ca,0,20.0,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,65000.0,Apartment,534544.0,0,204208
23,tx,1,75.0,0,Republican,,,Republican,102850.0,Residential,325000.0,0,86490
24,nc,1,67.0,1,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Independent,78000.0,Residential,375000.0,0,22926
25,fl,0,38.0,1,Democratic,,,Democratic,63124.0,Apartment,144218.0,0,156864
26,tx,1,20.0,0,Non-Partisan,European,English/Welsh,Independent,88000.0,Residential,320801.0,1,360918
27,ca,1,23.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,81000.0,Residential,687929.0,0,391248
28,ca,0,23.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,117320.0,Apartment,599054.0,0,207801
29,mt,1,37.0,0,Non-Partisan,European,English/Welsh,Independent,66000.0,Unknown,188884.0,0,64513
30,nj,1,75.0,1,Democratic,European,Scots,Democratic,130000.0,Apartment,337853.0,0,119978
31,tx,0,41.0,0,Republican,European,English/Welsh,Republican,70000.0,Residential,207609.0,1,365357
32,tx,0,43.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,,Unknown,,0,85644
33,il,1,22.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,127000.0,Duplex,254108.0,0,65171
34,il,1,65.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,88000.0,Duplex,181048.0,0,179626
35,ny,1,63.0,0,Independence,European,English/Welsh,Republican & Independent,66000.0,Residential,100980.0,0,247240
36,tn,0,26.0,1,Non-Partisan,European,English/Welsh,Independent,27966.0,Apartment,140525.0,0,161356
37,oh,1,80.0,1,Republican,European,English/Welsh,Democratic & Republican,154000.0,Residential,288663.0,1,316598
38,il,0,29.0,0,Non-Partisan,East and South Asian,Chinese,Democratic & Independent,53000.0,Duplex,379746.0,0,179457
39,nj,0,19.0,1,Non-Partisan,European,Italian,Republican & Independent,117000.0,Apartment,274140.0,0,120301
40,ga,0,43.0,0,Non-Partisan,European,Irish,Republican & Independent,57000.0,Duplex,154800.0,0,146969
41,ms,1,42.0,0,Non-Partisan,European,English/Welsh,Independent,58000.0,Residential,236455.0,0,306178
42,ny,0,56.0,0,Non-Partisan,European,Italian,Democratic & Independent,41000.0,Duplex,597813.0,1,241701
43,ca,1,43.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Republican & Independent,250000.0,Residential,799205.0,0,396066
44,ca,1,20.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,199000.0,Residential,794893.0,0,400408
45,mi,1,57.0,1,Democratic,European,Dutch (Netherlands),Democratic,67207.0,Residential,182535.0,0,57091
46,fl,1,66.0,1,Republican,European,English/Welsh,Republican,39000.0,Residential,111716.0,0,295149
47,nv,1,24.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,192000.0,Residential,482913.0,0,387170
48,in,1,49.0,1,Republican,European,English/Welsh,Democratic & Republican,99000.0,Residential,202979.0,1,319826
49,mt,1,40.0,1,Republican,,,Republican,199000.0,Apartment,731287.0,0,178165
50,wa,1,67.0,0,Democratic,European,English/Welsh,Democratic,64417.0,Apartment,152142.0,1,221393
51,tx,1,33.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,179000.0,Residential,235553.0,0,368013
52,ma,1,86.0,1,Democratic,European,English/Welsh,Democratic,43000.0,Residential,810358.0,1,225017
53,ca,1,94.0,0,Republican,East and South Asian,Vietnamese,Republican,60000.0,Residential,780158.0,0,391231
54,tx,0,58.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,38749.0,Unknown,62500.0,0,375124
55,oh,0,39.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,73170.0,Residential,87500.0,0,49974
56,ny,1,83.0,1,Republican,European,English/Welsh,Republican,111000.0,Residential,267809.0,0,245025
57,ok,1,27.0,0,Non-Partisan,European,English/Welsh,Independent,70000.0,Residential,263574.0,0,358612
58,il,1,79.0,1,Republican,European,Polish,Republican,140000.0,Residential,381943.0,0,342057
59,ny,1,81.0,1,Republican,European,German,Republican,154106.0,Residential,262500.0,0,242700
60,tx,1,28.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,72000.0,Residential,169309.0,0,362865
61,ut,1,26.0,1,Republican,European,English/Welsh,Republican,250000.0,Residential,789513.0,0,379976
62,fl,1,35.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,116000.0,Residential,245386.0,0,288778
63,ca,1,38.0,0,Republican,European,German,Republican,164000.0,Residential,316274.0,0,403374
64,fl,1,75.0,0,Democratic,European,English/Welsh,Democratic,116000.0,Residential,339883.0,0,289044
65,wi,0,66.0,0,Republican,European,Austrian,Republican,63000.0,Apartment,123153.0,1,174014
66,ny,0,61.0,1,Independence,European,Italian,Independent,69999.0,Residential,37500.0,0,244175
67,hi,1,,0,Non-Partisan,European,English/Welsh,Independent,,Apartment,,0,217654
68,fl,1,83.0,1,Democratic,European,Dutch (Netherlands),Democratic & Republican,250000.0,Residential,1291434.0,0,293335
69,ga,1,52.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,79000.0,Residential,155412.0,0,284240
70,tx,1,29.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,42000.0,Residential,178001.0,0,368427
71,ct,1,52.0,0,Democratic,European,Italian,Democratic & Republican & Independent,148000.0,Residential,399388.0,0,231227
72,ny,1,37.0,1,Democratic,European,German,Democratic,36000.0,Residential,218599.0,1,245561
73,ca,1,58.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,192000.0,Residential,654923.0,0,392213
74,ga,1,50.0,0,Non-Partisan,European,English/Welsh,Independent,71047.0,Unknown,151377.0,0,31502
75,sc,0,30.0,1,Democratic,European,Scots,Democratic,44000.0,Apartment,116618.0,0,145986
76,or,1,76.0,1,Republican,European,English/Welsh,Republican,39000.0,Residential,470449.0,1,406139
77,nc,1,73.0,1,Republican,European,English/Welsh,Republican,31000.0,Apartment,252437.0,0,144396
78,vt,1,73.0,1,Democratic,European,German,Democratic & Republican,250000.0,Residential,756781.0,0,230016
79,ca,0,29.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,36000.0,Apartment,1224999.0,0,204470
80,ok,0,69.0,0,Republican,European,Scots,Democratic & Republican,81524.0,Unknown,168715.0,0,76261
81,nj,1,41.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,30299.0,Apartment,198999.0,0,118713
82,nc,1,66.0,0,Republican,European,English/Welsh,Republican,88000.0,Residential,249596.0,0,269373
83,ms,1,70.0,1,Republican,European,English/Welsh,Republican & Independent,13000.0,Residential,210166.0,1,305154
84,fl,1,80.0,0,Republican,European,English/Welsh,Republican,63946.0,Residential,162500.0,0,296775
85,wa,1,67.0,0,Non-Partisan,European,Swedish,Independent,110277.0,Residential,325909.0,0,410894
86,ny,1,75.0,1,Republican,European,Italian,Republican,32000.0,Apartment,212500.0,0,132626
87,pa,1,49.0,1,Republican,,,Republican,60000.0,Residential,137500.0,1,249265
88,mi,1,21.0,0,Democratic,European,Danish,Democratic,122000.0,Residential,323719.0,0,324089
89,tn,0,29.0,0,Non-Partisan,,,Democratic & Republican & Independent,,Apartment,,0,160565
90,ca,1,28.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,67000.0,Triplex,160641.0,0,206874
91,ar,0,33.0,0,Non-Partisan,European,Scots,Independent,40263.0,Apartment,184558.0,0,187047
92,ca,1,76.0,0,Democratic,European,English/Welsh,Democratic,109689.0,Unknown,925711.0,0,102425
93,mi,0,34.0,0,Republican,European,Dutch (Netherlands),Republican,51483.0,Residential,77518.0,0,55428
94,ca,0,37.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,57000.0,Residential,562499.0,0,389600
95,la,0,53.0,0,Non-Partisan,European,Scots,Independent,89000.0,Residential,184548.0,0,73143
96,la,0,78.0,1,Republican,European,French,Republican,38823.0,Apartment,79499.0,0,186036
97,fl,1,41.0,1,Democratic,European,English/Welsh,Democratic & Republican,250000.0,Residential,544508.0,0,287984
98,va,1,25.0,1,Democratic,European,French,Democratic,66000.0,Condominium,218823.0,0,18345
99,nj,1,54.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,38000.0,Triplex,262500.0,0,118525
100,pa,1,69.0,0,Non-Partisan,European,Norwegian,Independent,,Apartment,,0,135234
101,ky,0,73.0,0,Republican,European,English/Welsh,Republican,72906.0,Unknown,62500.0,0,47029
102,nc,1,39.0,0,Non-Partisan,European,English/Welsh,Independent,61841.0,Unknown,157570.0,0,25170
103,fl,0,76.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Republican & Independent,32000.0,Residential,212500.0,0,296465
104,ca,1,62.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,26000.0,Apartment,173918.0,0,217015
105,ky,1,71.0,1,Democratic,European,English/Welsh,Democratic,12000.0,Residential,124823.0,0,45761
106,in,1,72.0,1,Republican,European,Scots,Democratic & Republican,191000.0,Residential,580557.0,1,321131
107,al,1,38.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,119000.0,Residential,261186.0,0,298085
108,mi,1,63.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,78789.0,Apartment,92044.0,0,171069
109,oh,1,59.0,1,Republican,European,German,Republican & Independent,142000.0,Residential,247626.0,1,317247
110,oh,1,29.0,0,Non-Partisan,European,Polish,Democratic & Independent,104000.0,Residential,188651.0,0,311290
111,az,1,46.0,0,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,,Apartment,,0,200849
112,mn,1,50.0,0,Republican,,,Republican,250000.0,Residential,495137.0,1,336348
113,tn,1,30.0,0,Non-Partisan,European,English/Welsh,Independent,75000.0,Duplex,156570.0,0,42273
114,mo,1,52.0,0,Republican,European,English/Welsh,Republican,11000.0,Residential,37500.0,0,349877
115,il,1,62.0,1,Democratic,European,English/Welsh,Democratic & Independent,120000.0,Residential,403146.0,0,345394
116,va,1,54.0,1,Democratic,European,Scots,Democratic,250000.0,Residential,454891.0,0,258045
117,in,0,46.0,0,Non-Partisan,European,English/Welsh,Independent,53622.0,Unknown,80352.0,0,53156
118,il,1,31.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,56110.0,Apartment,257874.0,0,181095
119,pa,1,56.0,0,Republican,European,English/Welsh,Democratic & Republican,88000.0,Residential,125079.0,1,256943
120,ma,0,30.0,0,Non-Partisan,European,German,Independent,65673.0,Apartment,227467.0,0,111820
121,ca,0,26.0,0,Non-Partisan,European,Italian,Independent,49396.0,Apartment,449999.0,0,205773
122,ma,1,21.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,87871.0,Apartment,224303.0,0,111383
123,ny,1,66.0,0,Democratic,,,Democratic,202000.0,Unknown,654285.0,1,241302
124,va,1,67.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,80000.0,Residential,396232.0,1,258310
125,pa,1,50.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Republican,200000.0,Residential,281031.0,0,255311
126,az,1,75.0,0,Republican,European,English/Welsh,Republican,111000.0,Apartment,239619.0,0,199043
127,tx,1,63.0,0,Republican,European,English/Welsh,Republican,74000.0,Residential,,0,80102
128,tx,0,32.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,219000.0,Apartment,277276.0,0,191564
129,il,1,69.0,0,Non-Partisan,European,Polish,Independent,250000.0,Triplex,347963.0,1,179693
130,il,1,40.0,1,Non-Partisan,,,Independent,91249.0,Unknown,291372.0,0,65317
131,wi,1,74.0,0,Republican,European,English/Welsh,Republican,134000.0,Residential,237500.0,1,333833
132,ky,1,35.0,0,Democratic,European,English/Welsh,Democratic,32000.0,Residential,120454.0,0,46125
133,co,1,24.0,1,Republican,European,German,Republican & Independent,250000.0,Residential,681930.0,0,375480
134,pa,1,52.0,0,Republican,European,Irish,Republican & Independent,190000.0,Residential,560148.0,1,250336
135,sc,1,18.0,1,Democratic,,,Democratic,110181.0,Residential,288597.0,0,27763
136,tx,0,46.0,1,Non-Partisan,European,English/Welsh,Independent,54000.0,Residential,194561.0,0,367327
137,mi,1,52.0,1,Democratic,European,German,Democratic,238000.0,Residential,586455.0,1,325032
138,mi,1,35.0,1,Republican,European,Italian,Republican,98000.0,Residential,381013.0,0,325972
139,il,1,71.0,1,Republican,European,German,Republican,202000.0,Residential,390828.0,1,341495
140,tx,0,26.0,0,Non-Partisan,,,Independent,105173.0,Apartment,221632.0,0,187426
141,ny,0,44.0,1,Non-Partisan,European,German,Independent,18000.0,Residential,,0,9065
142,il,1,41.0,0,Republican,,,Republican & Independent,121000.0,Residential,163910.0,0,346274
143,in,1,54.0,1,Democratic,European,English/Welsh,Democratic & Independent,59453.0,Residential,144704.0,0,319725
144,tx,0,22.0,0,Republican,European,English/Welsh,Republican,70000.0,Residential,177508.0,0,79314
145,ca,1,49.0,1,Democratic,European,English/Welsh,Democratic,180000.0,Apartment,899228.0,0,215705
146,ga,0,37.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican,188000.0,Residential,552843.0,0,28471
147,fl,1,53.0,1,Democratic,European,Irish,Democratic,145000.0,Residential,380343.0,0,288972
148,fl,1,69.0,1,Democratic,European,English/Welsh,Democratic,52000.0,Residential,203554.0,0,292851
149,fl,1,32.0,0,Non-Partisan,European,English/Welsh,Independent,46749.0,Unknown,191699.0,0,39368
150,ga,1,67.0,1,Non-Partisan,European,English/Welsh,Independent,66349.0,Unknown,125469.0,0,30607
151,sd,1,44.0,0,Republican,European,German,Republican,138000.0,Residential,229166.0,1,339894
152,ca,1,29.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,128675.0,Unknown,453110.0,0,100140
153,nd,1,,0,Republican,European,English/Welsh,Republican,70000.0,Residential,162500.0,0,340006
154,ks,1,38.0,1,Democratic,European,Italian,Democratic & Independent,120000.0,Residential,252673.0,0,72996
155,il,1,33.0,0,Non-Partisan,East and South Asian,Chinese,Independent,250000.0,Condominium,249886.0,0,66775
156,ky,1,62.0,0,Republican,European,English/Welsh,Democratic & Republican,54523.0,Residential,130368.0,0,308647
157,tx,1,29.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,79000.0,Residential,161505.0,0,361560
158,pa,1,64.0,0,Democratic,European,English/Welsh,Democratic & Independent,102758.0,Residential,287500.0,1,256143
159,al,0,21.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,32642.0,Apartment,84634.0,0,159320
160,wa,1,69.0,1,Democratic,European,English/Welsh,Democratic & Republican,77187.0,Unknown,305834.0,0,108245
161,la,1,56.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,38970.0,Residential,141350.0,0,73927
162,il,1,78.0,1,Democratic,European,English/Welsh,Democratic,122000.0,Residential,507942.0,0,341370
163,md,1,78.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,54000.0,Residential,208484.0,0,261578
164,fl,0,70.0,1,Non-Partisan,European,Irish,Independent,72576.0,Unknown,172856.0,0,37987
165,co,1,32.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,64154.0,Unknown,184609.0,0,88343
166,il,1,18.0,1,Non-Partisan,European,Polish,Independent,139959.0,Apartment,266764.0,0,182140
167,mi,1,65.0,0,Democratic,European,English/Welsh,Democratic & Republican,73654.0,Unknown,153984.0,0,55723
168,fl,1,23.0,1,Republican,European,English/Welsh,Republican,42000.0,Residential,234126.0,0,295894
169,ga,1,44.0,1,Republican,European,English/Welsh,Republican,103000.0,Residential,93941.0,1,282800
170,fl,1,27.0,1,Democratic,Other,Arab,Democratic,30499.0,Apartment,163749.0,0,154983
171,wa,1,82.0,0,Democratic,European,English/Welsh,Democratic,124000.0,Apartment,573209.0,0,221420
172,mi,0,45.0,1,Republican,European,Polish,Republican,86000.0,Residential,132288.0,1,326716
173,ny,0,69.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,34628.0,Apartment,71779.0,0,123496
174,ca,1,28.0,0,Non-Partisan,European,German,Republican & Independent,89000.0,Residential,544480.0,0,404265
175,ga,0,42.0,1,Non-Partisan,European,English/Welsh,Independent,97000.0,Residential,91038.0,0,284259
176,ny,0,93.0,0,Democratic,European,English/Welsh,Democratic,227689.0,Apartment,287500.0,1,122914
177,pa,0,61.0,0,Democratic,European,English/Welsh,Democratic,42726.0,Unknown,59999.0,0,13880
178,nc,1,75.0,1,Democratic,European,German,Democratic & Republican,14000.0,Residential,240633.0,1,272055
179,nc,1,64.0,0,Republican,European,German,Republican & Independent,81000.0,Residential,187500.0,1,270902
180,ca,1,65.0,0,Democratic,European,German,Democratic & Independent,171476.0,Condominium,951527.0,1,388836
181,ny,1,50.0,0,Libertarian,European,Dutch (Netherlands),Democratic & Independent,123000.0,Residential,399933.0,0,244413
182,ga,1,36.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,26000.0,Residential,70877.0,0,284143
183,ny,1,64.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Republican & Independent,155788.0,Residential,1356531.0,0,235076
184,az,1,36.0,1,Democratic,European,English/Welsh,Democratic,250000.0,Residential,351041.0,0,384886
185,nv,1,77.0,0,Republican,European,Dutch (Netherlands),Republican,99000.0,Apartment,300491.0,0,201512
186,mi,1,21.0,1,Democratic,European,Scots,Democratic,20356.0,Unknown,67499.0,0,55348
187,ut,1,32.0,0,Non-Partisan,East and South Asian,Chinese,Independent,85280.0,Apartment,224999.0,0,198379
188,ma,1,23.0,0,Non-Partisan,European,Irish,Independent,84000.0,Residential,214601.0,0,224413
189,ky,1,32.0,1,Other,European,English/Welsh,Independent,44920.0,Apartment,94105.0,0,163448
190,nc,1,64.0,1,Non-Partisan,European,English/Welsh,Independent,22000.0,Mobil Home,231540.0,0,24960
191,md,1,74.0,0,Green,European,German,Independent,22000.0,Apartment,237500.0,1,139796
192,fl,1,78.0,0,Democratic,European,English/Welsh,Democratic,123000.0,Residential,569888.0,1,293425
193,md,0,59.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,31000.0,Duplex,287500.0,0,138372
194,pa,1,60.0,1,Republican,,,Republican,62000.0,Residential,137500.0,1,252793
195,tx,1,59.0,1,Republican,European,Scots,Republican,250000.0,Residential,351972.0,1,364148
196,fl,1,63.0,0,Democratic,European,English/Welsh,Democratic & Republican,118000.0,Residential,272273.0,1,291864
197,il,0,20.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic & Independent,32399.0,Apartment,167158.0,0,181891
198,wa,1,68.0,0,Non-Partisan,European,English/Welsh,Independent,103388.0,Apartment,37500.0,1,222634
199,mo,1,50.0,0,Republican,European,Irish,Republican,83000.0,Residential,137770.0,0,352000
200,tx,1,77.0,1,Republican,European,Irish,Republican,69000.0,Residential,354357.0,0,362809
201,ga,1,47.0,0,Non-Partisan,European,German,Independent,245000.0,Residential,539320.0,0,278566
202,mi,1,77.0,1,Democratic,,,Democratic,33000.0,Residential,211542.0,1,326592
203,la,1,43.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,98000.0,Residential,130044.0,0,354403
204,va,1,69.0,0,Democratic,European,Swedish,Democratic,82142.0,Condominium,212500.0,0,262660
205,pa,1,59.0,1,Republican,European,English/Welsh,Republican,62000.0,Residential,450348.0,1,254432
206,ca,1,29.0,0,Republican,European,English/Welsh,Republican,141000.0,Residential,413787.0,0,105042
207,az,1,56.0,1,Democratic,European,Irish,Democratic,250000.0,Residential,539738.0,0,382127
208,wi,1,26.0,1,Non-Partisan,European,French,Independent,170000.0,Residential,519441.0,0,60683
209,la,1,69.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,26000.0,Apartment,34210.0,0,186823
210,ky,1,22.0,1,Republican,European,Scots,Republican,145000.0,Apartment,341577.0,0,162680
211,nj,1,59.0,0,Republican,European,French,Republican & Independent,231000.0,Residential,757853.0,0,235380
212,ga,0,36.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,10000.0,Apartment,115708.0,0,148810
213,az,1,27.0,1,Registered Independent,,,Independent,57448.0,Apartment,143749.0,0,200393
214,wa,0,68.0,0,Democratic,European,English/Welsh,Democratic,34000.0,Apartment,375748.0,0,221343
215,oh,1,78.0,0,Republican,,,Republican,40000.0,Residential,,1,48977
216,la,1,68.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,42999.0,Apartment,71372.0,0,186480
217,fl,0,39.0,1,Non-Partisan,Hispanic and Portuguese,Hispanic,Democratic & Independent,77060.0,Apartment,224090.0,0,157833
218,pa,1,76.0,1,Democratic,,,Democratic,42000.0,Residential,265200.0,1,254942
219,or,1,52.0,1,Republican,European,Irish,Republican & Independent,34678.0,Apartment,132180.0,0,219826
220,nv,1,50.0,0,Republican,European,English/Welsh,Democratic & Republican & Independent,,Apartment,,0,201833
221,sc,0,51.0,0,Non-Partisan,European,English/Welsh,Independent,51000.0,Apartment,160202.0,0,146150
222,sc,1,60.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,46185.0,Residential,137500.0,0,276007
223,mn,1,62.0,1,Republican,European,German,Republican,61666.0,Residential,139447.0,0,62431
224,oh,1,53.0,1,Republican,European,Scots,Republican & Independent,133000.0,Residential,82409.0,0,316453
225,ca,0,21.0,0,Democratic,,,Democratic,33582.0,Apartment,403143.0,0,202673
226,ky,1,54.0,0,Republican,European,English/Welsh,Republican,49000.0,Residential,215146.0,0,307137
227,ca,0,79.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican,47000.0,Residential,401033.0,0,388877
228,az,1,28.0,0,Libertarian,European,French,Independent,130000.0,Residential,274806.0,0,383136
229,or,1,33.0,1,Non-Partisan,European,Irish,Democratic & Independent,76093.0,Unknown,230847.0,0,107798
230,pa,1,19.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,84740.0,Unknown,250109.0,0,14751
231,nc,1,57.0,1,Republican,European,English/Welsh,Republican,141000.0,Residential,296344.0,1,272083
232,in,1,71.0,1,Republican,European,English/Welsh,Republican,97000.0,Residential,397254.0,0,321729
233,tx,1,31.0,1,Democratic,European,Irish,Democratic,83000.0,Residential,87500.0,0,85446
234,mi,1,71.0,1,Non-Partisan,European,Swedish,Independent,109689.0,Residential,137500.0,0,325042
235,ct,1,27.0,1,Democratic,Other,Armenian,Democratic,148000.0,Apartment,486199.0,0,116801
236,ga,0,20.0,0,Non-Partisan,European,English/Welsh,Independent,34704.0,Unknown,80761.0,0,31201
237,il,1,58.0,0,Republican,European,Irish,Republican & Independent,143000.0,Residential,341823.0,0,345240
238,wi,1,62.0,0,Republican,European,German,Republican,74000.0,Residential,460525.0,0,59328
239,wy,1,66.0,0,Non-Partisan,European,German,Democratic & Independent,124000.0,Residential,289717.0,0,88835
240,wa,1,42.0,0,Democratic,European,English/Welsh,Democratic,52357.0,Unknown,206841.0,0,108736
241,vt,1,60.0,0,Republican,European,Irish,Republican,129000.0,Residential,215416.0,0,3487
242,nv,1,39.0,1,Non-Partisan,East and South Asian,Korean,Independent,146000.0,Residential,619409.0,0,386301
243,ga,0,26.0,0,Non-Partisan,European,English/Welsh,Republican & Independent,57499.0,Residential,153650.0,0,30392
244,il,1,70.0,0,Democratic,European,Italian,Democratic,117000.0,Apartment,253624.0,1,178435
245,ca,1,71.0,1,Democratic,European,German,Democratic,76010.0,Apartment,625000.0,0,206477
246,ok,1,60.0,0,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,44000.0,Residential,161178.0,1,359813
247,fl,0,38.0,1,Non-Partisan,,,Independent,101606.0,Unknown,251404.0,0,34426
248,tn,1,69.0,0,Republican,European,English/Welsh,Republican,88000.0,Residential,269082.0,0,302084
249,fl,1,20.0,1,Republican,European,English/Welsh,Republican,50404.0,Unknown,112607.0,0,37478
250,ca,1,59.0,1,Democratic,European,Dutch (Netherlands),Democratic,46000.0,Apartment,528124.0,0,203819
251,ny,1,26.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,30000.0,Residential,130219.0,0,241477
252,fl,1,62.0,0,Republican,Hispanic and Portuguese,Hispanic,Republican & Independent,103000.0,Residential,427343.0,0,290313
253,ga,0,41.0,1,Non-Partisan,,,Democratic & Republican & Independent,93000.0,Residential,281076.0,0,29282
254,mi,1,21.0,1,Non-Partisan,European,English/Welsh,Independent,141000.0,Residential,271379.0,0,326415
255,il,1,45.0,0,Non-Partisan,European,German,Independent,79000.0,Residential,164758.0,0,348676
256,wi,0,,0,Republican,European,Irish,Republican,237000.0,Residential,466762.0,0,59785
257,wa,1,24.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,98516.0,Unknown,303903.0,0,108548
258,ga,1,24.0,0,Non-Partisan,,,Republican & Independent,119000.0,Residential,284805.0,0,282966
259,mo,0,31.0,0,Republican,European,Scots,Republican,77982.0,Unknown,175703.0,0,69841
