,state,voted,calculated_age,Voters_Gender,Parties_Description,EthnicGroups_EthnicGroup1Desc,Ethnic_Description,Residence_HHParties_Description,CommercialData_EstimatedIncomeAmount,CommercialData_PropertyType,CommercialData_EstHomeValue,nonpartisan_donation,row_index
147,ny,1,26.0,1,Non-Partisan,European,Italian,Republican & Independent,152000.0,Residential,290121.0,0,245481
148,al,1,50.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,76435.0,Apartment,122872.0,0,158926
149,tx,1,51.0,0,Republican,European,English/Welsh,Republican,186000.0,Apartment,331383.0,1,193296
150,wv,1,71.0,0,Republican,European,English/Welsh,Republican & Independent,72000.0,Residential,107906.0,0,20409
151,tx,1,53.0,1,Republican,European,Irish,Republican,190000.0,Residential,518532.0,0,369539
152,wa,1,56.0,1,Republican,European,English/Welsh,Republican,72000.0,Residential,438841.0,0,109571
153,ny,0,44.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,40812.0,Apartment,402822.0,0,128100
154,tx,0,25.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,59907.0,Apartment,171764.0,0,191190
155,in,1,61.0,0,Democratic,European,Norwegian,Democratic & Republican,59000.0,Residential,233754.0,1,317955
156,tn,1,73.0,0,Republican,European,English/Welsh,Republican,66000.0,Residential,235279.0,1,302052
157,tx,1,62.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,65000.0,Residential,151367.0,1,367014
158,al,1,62.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,40454.0,Apartment,87500.0,0,159849
159,nj,1,31.0,0,Non-Partisan,European,Scots,Democratic & Independent,250000.0,Residential,492779.0,0,5449
160,mo,1,59.0,1,Republican,European,English/Welsh,Republican,87000.0,Residential,275460.0,1,350517
161,tx,0,19.0,0,Republican,European,English/Welsh,Republican,175000.0,Apartment,163957.0,0,188948
162,tx,1,31.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,91000.0,Residential,127369.0,0,371303
163,wi,1,76.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,53000.0,Apartment,154062.0,1,174832
164,ga,0,19.0,0,Non-Partisan,Other,Arab,Independent,105931.0,Apartment,214153.0,0,147480
165,ga,1,76.0,1,Republican,European,English/Welsh,Republican & Independent,93000.0,Residential,542114.0,0,29159
166,tx,1,73.0,0,Republican,European,Italian,Republican,113000.0,Residential,306000.0,1,371850
167,ga,0,72.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,53175.0,Unknown,137499.0,0,29405
168,al,1,20.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,70090.0,Apartment,178009.0,0,159989
169,ar,1,39.0,1,Democratic,European,English/Welsh,Democratic,104000.0,Residential,71423.0,0,356903
170,mi,1,67.0,0,Democratic,European,English/Welsh,Democratic,77000.0,Residential,135146.0,1,327822
171,ca,1,79.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,72000.0,Residential,239649.0,0,397382
172,tx,1,62.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,19000.0,Residential,112500.0,1,367874
173,or,1,56.0,1,Republican,European,Irish,Republican,141000.0,Residential,399817.0,0,406599
174,ky,1,74.0,1,Republican,European,English/Welsh,Republican,39000.0,Residential,480154.0,1,307329
175,ca,1,83.0,1,Non-Partisan,European,Irish,Independent,250000.0,Residential,1637984.0,1,395504
176,ak,1,55.0,1,Democratic,European,English/Welsh,Democratic & Independent,250000.0,Residential,2524240.0,0,413436
177,nc,1,18.0,0,Non-Partisan,European,English/Welsh,Democratic & Independent,88000.0,Residential,514364.0,0,271169
178,ut,1,26.0,0,Republican,European,English/Welsh,Republican,62000.0,Apartment,527389.0,0,198496
179,ca,0,81.0,0,Non-Partisan,Hispanic and Portuguese,Hispanic,Independent,17000.0,Apartment,625000.0,0,203080
180,ny,1,37.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,8000.0,Apartment,424999.0,0,123426
181,ut,1,34.0,1,Non-Partisan,European,English/Welsh,Republican & Independent,99000.0,Residential,305871.0,0,380141
182,mn,1,72.0,0,Republican,European,German,Republican,12000.0,Residential,212276.0,0,338535
183,ma,0,28.0,1,Non-Partisan,European,English/Welsh,Independent,64000.0,Triplex,262500.0,0,111733
184,fl,1,19.0,1,Democratic,,,Democratic & Independent,250000.0,Residential,611410.0,0,291147
185,oh,1,79.0,1,Democratic,European,Irish,Democratic,33000.0,Residential,192165.0,0,48919
186,al,0,56.0,0,Democratic,European,Scots,Democratic,33053.0,Unknown,52047.0,0,41177
187,mn,1,57.0,0,Democratic,European,English/Welsh,Democratic,137000.0,Residential,392233.0,0,338781
188,ga,1,41.0,1,Republican,,,Republican,129000.0,Residential,274896.0,0,278854
189,fl,1,53.0,0,Republican,European,German,Democratic & Republican,129000.0,Residential,198673.0,0,295455
190,tn,1,40.0,1,Republican,East and South Asian,Korean,Republican,141000.0,Residential,337723.0,0,301060
191,wa,0,33.0,1,Republican,European,English/Welsh,Republican,60582.0,Unknown,204166.0,0,110970
192,tx,1,71.0,1,Republican,European,Dutch (Netherlands),Republican,250000.0,Residential,587953.0,0,366092
193,wi,1,53.0,0,Republican,European,Scots,Republican,69000.0,Residential,191142.0,1,335018
194,tx,0,41.0,0,Non-Partisan,European,English/Welsh,Independent,,Apartment,,0,188849
195,mn,1,49.0,1,Democratic,Hispanic and Portuguese,Hispanic,Democratic,78759.0,Residential,159941.0,1,62181
196,nh,1,94.0,0,Democratic,European,English/Welsh,Democratic & Republican,20000.0,Residential,237500.0,1,229188
197,hi,0,,0,Non-Partisan,,,Independent,103558.0,Apartment,814157.0,0,217521
198,tx,1,79.0,0,Republican,European,Scots,Republican,30000.0,Residential,206320.0,0,85050
199,md,0,25.0,1,Democratic,Likely African-American,Likely Af-Am (Modeled),Democratic,81551.0,Residential,214152.0,0,16553
200,az,0,35.0,1,Non-Partisan,European,Norwegian,Independent,99000.0,Residential,310501.0,0,383027
201,nj,1,36.0,1,Democratic,European,Irish,Democratic,83000.0,Apartment,273749.0,0,119966
202,tx,1,64.0,1,Republican,Other,Albanian,Democratic & Republican,104540.0,Residential,206051.0,0,368171
203,wa,1,69.0,0,Democratic,,,Democratic,149000.0,Residential,1132889.0,0,409929
204,oh,1,22.0,0,Non-Partisan,European,German,Independent,57499.0,Apartment,117787.0,0,166556
205,nc,1,57.0,0,Democratic,European,German,Democratic,21000.0,Residential,131617.0,0,269061
206,tx,1,34.0,0,Democratic,European,English/Welsh,Democratic,81000.0,Residential,153774.0,0,367378
207,ar,1,66.0,1,Republican,European,English/Welsh,Republican,36569.0,Apartment,87500.0,0,186776
208,ga,1,38.0,0,Republican,European,Scots,Republican & Independent,96470.0,Residential,285414.0,0,282445
209,il,1,30.0,1,Democratic,,,Democratic,250000.0,Triplex,656171.0,1,178491
210,il,1,68.0,0,Republican,European,English/Welsh,Democratic & Republican,76000.0,Residential,153871.0,0,348426
211,wi,1,,1,Non-Partisan,European,Norwegian,Independent,27000.0,Residential,160063.0,0,60922
212,pa,1,58.0,0,Republican,European,English/Welsh,Republican,71694.0,Residential,187500.0,1,251920
213,mo,1,40.0,1,Democratic,,,Democratic,94400.0,Residential,268479.0,0,349570
214,ga,1,36.0,0,Non-Partisan,,,Independent,250000.0,Residential,586798.0,0,281567
215,va,1,32.0,1,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Independent,78901.0,Apartment,325000.0,0,141763
216,wi,0,44.0,1,Republican,European,French,Republican,66862.0,Apartment,148147.0,0,173173
217,pa,1,36.0,1,Republican,European,Scots,Republican,162000.0,Residential,334611.0,0,15015
218,tx,0,60.0,0,Democratic,,,Democratic,126000.0,Residential,137500.0,0,369371
219,al,1,73.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,,Unknown,,0,40441
220,nj,1,86.0,1,Republican,,,Republican & Independent,32000.0,Residential,204986.0,0,236435
221,id,1,52.0,0,Democratic,,,Democratic & Republican,64867.0,Unknown,184999.0,0,89384
222,il,1,53.0,1,Non-Partisan,European,English/Welsh,Independent,10000.0,Residential,92694.0,1,348548
223,ct,1,41.0,0,Democratic,European,English/Welsh,Democratic,79812.0,Residential,222050.0,0,3572
224,ga,1,50.0,0,Republican,European,Swedish,Republican,199000.0,Residential,564751.0,0,282508
225,ga,0,31.0,1,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic & Republican,67812.0,Residential,151114.0,0,28880
226,or,1,71.0,0,Registered Independent,European,Irish,Republican & Independent,17000.0,Residential,276853.0,0,407481
227,mn,1,43.0,1,Democratic,European,English/Welsh,Democratic,131000.0,Residential,100464.0,1,339286
228,ga,1,66.0,0,Republican,European,English/Welsh,Republican & Independent,126000.0,Residential,167329.0,0,284546
229,pa,1,78.0,0,Republican,European,Irish,Republican,11000.0,Residential,128754.0,0,13879
230,co,1,63.0,0,Non-Partisan,European,Dutch (Netherlands),Republican & Independent,168000.0,Residential,529708.0,0,376674
231,ok,1,38.0,1,Republican,Hispanic and Portuguese,Hispanic,Republican,90000.0,Residential,304575.0,1,359952
232,il,1,72.0,1,Republican,European,English/Welsh,Republican & Independent,131000.0,Residential,121943.0,0,347403
233,ca,1,23.0,0,Non-Partisan,East and South Asian,Korean,Democratic & Independent,79521.0,Apartment,362027.0,0,206957
234,pa,0,26.0,0,Republican,European,Scots,Republican,100000.0,Residential,215895.0,0,15361
235,oh,1,60.0,1,Democratic,European,German,Democratic & Independent,114000.0,Residential,143399.0,1,316576
236,ut,0,27.0,1,Non-Partisan,European,English/Welsh,Independent,64657.0,Apartment,174107.0,0,198490
237,il,0,69.0,1,Democratic,,,Democratic & Independent,68000.0,Residential,197613.0,0,346569
238,fl,1,41.0,0,Republican,European,English/Welsh,Democratic & Republican,92946.0,Residential,203179.0,0,33725
239,ny,1,22.0,1,Non-Partisan,Likely African-American,Likely Af-Am (Modeled),Republican & Independent,142000.0,Residential,427657.0,1,241435
240,de,1,20.0,1,Democratic,European,German,Democratic,228522.0,Apartment,889238.0,0,136923
241,fl,1,62.0,1,Republican,European,German,Republican,,Apartment,,0,151881
242,tx,1,33.0,1,Republican,European,English/Welsh,Republican,95000.0,Residential,145119.0,0,367286
243,tx,1,23.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic,41000.0,Residential,218053.0,0,367674
244,wa,1,18.0,0,Democratic,,,Democratic,96000.0,Residential,405539.0,0,110055
245,nc,1,72.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,120290.0,Residential,393488.0,0,23395
246,tx,1,31.0,1,Republican,European,English/Welsh,Republican,59223.0,Residential,112500.0,0,366870
247,mt,1,64.0,0,Republican,European,English/Welsh,Republican,86000.0,Residential,,0,64569
248,ia,1,71.0,1,Republican,European,English/Welsh,Democratic & Republican,111000.0,Residential,147008.0,1,330456
249,nc,1,65.0,1,Republican,European,English/Welsh,Republican & Independent,147000.0,Residential,504736.0,0,25450
250,mi,1,41.0,0,Non-Partisan,,,Independent,137000.0,Residential,242798.0,0,326967
251,co,1,63.0,0,Republican,European,English/Welsh,Republican,97272.0,Residential,708102.0,0,88083
252,fl,1,71.0,1,Republican,Likely African-American,African or Af-Am Self Reported,Republican,92000.0,Residential,266340.0,0,36457
253,ia,1,81.0,1,Republican,European,German,Republican,34000.0,Residential,351069.0,0,330119
254,fl,1,20.0,0,Democratic,Hispanic and Portuguese,Hispanic,Democratic & Independent,196000.0,Residential,540530.0,0,290176
255,sc,1,18.0,0,Democratic,Likely African-American,African or Af-Am Self Reported,Democratic,80777.0,Apartment,190312.0,0,146571
256,fl,1,56.0,1,Republican,European,English/Welsh,Republican,143000.0,Residential,329078.0,1,296800
257,mn,1,54.0,1,Republican,,,Republican,70000.0,Residential,477816.0,0,338439
258,oh,1,50.0,1,Republican,European,English/Welsh,Republican & Independent,112000.0,Residential,217416.0,0,311661
259,ny,0,19.0,1,Conservative,,,Republican & Independent,110000.0,Duplex,262500.0,0,244021
260,fl,0,24.0,0,Non-Partisan,Likely African-American,African or Af-Am Self Reported,Independent,79275.0,Residential,171533.0,0,36303
