"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"32","ny","0",71,"0","Democratic","Likely African-American","Democratic",67000,"Apartment",346796,"1"
"33","tn","1",79,"0","Republican","European","Republican",73000,"Residential",186931,"1"
"34","ny","1",62,"1","Republican","European","Democratic & Republican & Independent",36153,"Residential",511019,"1"
"35","fl","1",29,"1","Non-Partisan","","Independent",41764,"Apartment",137500,"0"
"36","az","1",60,"1","Republican","European","Republican",57454,"Unknown",94551,"0"
"37","ca","1",26,"0","Republican","","Democratic & Republican",73450,"Residential",774977,"0"
"38","mn","1",51,"1","Democratic","European","Democratic",167000,"Residential",1366666,"0"
"39","oh","1",81,"0","Democratic","European","Democratic",213000,"Residential",413937,"1"
"40","mn","1",37,"1","Republican","European","Republican",18000,"Residential",252590,"0"
"41","fl","1",71,"0","Non-Partisan","European","Independent",73615,"Residential",328670,"1"
"42","ca","1",69,"0","Democratic","Likely African-American","Democratic",29000,"Residential",494109,"0"
"43","wa","1",58,"1","Non-Partisan","European","Independent",52499,"Triplex",397294,"0"
"44","co","1",53,"1","Non-Partisan","European","Independent",31000,"Residential",721729,"0"
"45","ok","1",40,"0","Democratic","European","Democratic",71000,"Apartment",NA,"0"
"46","ca","1",79,"1","Republican","European","Republican",88000,"Residential",625000,"1"
"47","nc","1",91,"0","Democratic","Likely African-American","Democratic",16000,"Apartment",89499,"1"
"48","tn","1",26,"0","Republican","European","Democratic & Republican",127000,"Residential",171046,"0"
"49","nc","1",62,"1","Republican","European","Republican & Independent",110750,"Apartment",457369,"1"
"50","ms","1",20,"1","Republican","European","Republican",108749,"Residential",193842,"0"
"51","md","1",58,"1","Republican","European","Republican",NA,"Apartment",NA,"0"
"52","pa","1",42,"1","Democratic","European","Democratic & Republican",132000,"Residential",315020,"0"
"53","ca","1",47,"0","Republican","Hispanic and Portuguese","Republican",250000,"Residential",885672,"0"
"54","wa","1",28,"1","Democratic","Likely African-American","Democratic",112000,"Residential",621022,"0"
"55","ca","1",37,"1","Non-Partisan","European","Republican & Independent",174000,"Residential",902112,"0"
"56","tx","0",68,"0","Democratic","East and South Asian","Democratic",NA,"Apartment",NA,"0"
"57","wi","0",NA,"0","Non-Partisan","European","Independent",28000,"Residential",162500,"1"
"58","co","1",37,"0","Non-Partisan","European","Republican & Independent",91238,"Residential",475000,"0"
"59","ca","1",36,"1","Democratic","Hispanic and Portuguese","Democratic & Republican & Independent",153803,"Residential",625000,"0"
"60","wv","1",58,"1","Non-Partisan","European","Independent",76000,"Residential",116764,"0"
"61","ky","1",25,"1","Democratic","European","Democratic & Republican",70000,"Apartment",186764,"0"
"62","wv","1",67,"1","Democratic","European","Democratic & Republican",88000,"Residential",426472,"0"
"63","ky","0",39,"0","Democratic","Likely African-American","Democratic",62999,"Residential",198115,"0"
"64","va","1",71,"0","Republican","European","Democratic & Republican",192000,"Residential",1950000,"1"
"65","mi","0",70,"0","Non-Partisan","European","Independent",88558,"Apartment",47983,"0"
"66","az","0",60,"0","Non-Partisan","Hispanic and Portuguese","Independent",45000,"Unknown",162500,"0"
"67","ct","1",68,"1","Democratic","European","Democratic & Republican",116666,"Residential",899737,"0"
"68","tx","1",52,"0","Democratic","European","Democratic & Republican",250000,"Residential",796441,"1"
"69","ny","1",76,"1","Republican","Other","Republican",140000,"Residential",603989,"0"
"70","ok","1",80,"0","Republican","European","Republican",51428,"Residential",108000,"1"
"71","tx","1",74,"1","Democratic","Likely African-American","Democratic",19000,"Residential",111704,"1"
"72","ok","1",35,"1","Republican","European","Democratic & Republican",48000,"Residential",123660,"0"
"73","ri","0",74,"1","Democratic","European","Democratic",73376,"Triplex",244028,"1"
"74","il","1",70,"0","Non-Partisan","European","Independent",95000,"Condominium",249808,"0"
"75","nc","1",62,"1","Republican","European","Democratic & Republican & Independent",250000,"Residential",873626,"1"
"76","ri","0",61,"1","Non-Partisan","","Independent",81563,"Duplex",293657,"0"
"77","va","1",31,"1","Democratic","European","Democratic",112000,"Residential",535713,"0"
"78","wi","1",NA,"1","Republican","European","Republican",48653,"Residential",241710,"0"
"79","fl","0",73,"0","Non-Partisan","European","Independent",52000,"Apartment",241145,"0"
"80","nc","1",28,"1","Democratic","Likely African-American","Democratic",30000,"Residential",62500,"0"
"81","az","1",43,"1","Democratic","","Democratic",95000,"Apartment",526843,"0"
"82","fl","1",55,"0","Non-Partisan","European","Independent",61000,"Residential",130468,"0"
"83","ga","0",28,"1","Democratic","Likely African-American","Democratic & Republican & Independent",93938,"Residential",277499,"0"
"84","nm","0",44,"1","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"85","fl","0",76,"1","Registered Independent","","Independent",14000,"Residential",212530,"0"
"86","fl","1",76,"0","Non-Partisan","","Independent",67392,"Residential",301651,"0"
"87","ma","1",29,"0","Democratic","","Democratic",119021,"Apartment",679254,"0"
"88","fl","1",51,"0","Democratic","Hispanic and Portuguese","Democratic",45118,"Apartment",272565,"0"
"89","oh","1",45,"0","Non-Partisan","European","Democratic & Republican & Independent",250000,"Residential",266737,"0"
"90","ny","0",40,"1","Democratic","European","Democratic",57413,"Duplex",142039,"0"
"91","ar","0",66,"1","Republican","European","Republican",198000,"Triplex",354320,"0"
"92","fl","1",28,"0","Non-Partisan","Other","Democratic & Independent",121483,"Apartment",875000,"0"
"93","va","1",58,"1","Democratic","European","Democratic",250000,"Condominium",908332,"0"
"94","ca","1",36,"0","Democratic","European","Democratic",224000,"Residential",1661717,"0"
"95","nc","1",34,"1","Democratic","European","Democratic",71000,"Unknown",359074,"0"
"96","ks","1",55,"1","Republican","","Republican",66000,"Unknown",132707,"0"
"97","ca","1",74,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",129000,"Residential",1366373,"1"
"98","ct","1",39,"1","Democratic","Likely African-American","Democratic & Independent",35000,"Residential",325845,"0"
"99","wi","0",NA,"0","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"100","tx","1",49,"1","Democratic","European","Democratic",NA,"Residential",NA,"0"
"101","nc","1",50,"1","Democratic","Likely African-American","Democratic",60000,"Unknown",237500,"0"
"102","va","0",75,"1","Democratic","European","Democratic & Republican",141517,"Residential",265941,"0"
"103","ri","0",44,"1","Non-Partisan","European","Independent",168000,"Residential",339694,"1"
"104","ca","1",62,"1","Democratic","","Democratic & Independent",164000,"Residential",944215,"0"
"105","mn","0",45,"0","Democratic","","Democratic",66341,"Apartment",111464,"0"
"106","fl","1",41,"1","Republican","","Republican",106097,"Residential",357812,"0"
"107","fl","0",56,"1","Non-Partisan","Hispanic and Portuguese","Republican & Independent",64730,"Unknown",165202,"0"
"108","mt","1",25,"0","Republican","European","Republican",51578,"Apartment",206174,"0"
"109","fl","1",90,"1","Non-Partisan","European","Independent",138000,"Residential",226753,"1"
"110","pa","1",60,"1","Democratic","","Democratic",168000,"Residential",544605,"0"
"111","wa","1",58,"0","Democratic","European","Democratic",56219,"Apartment",247499,"0"
"112","ga","0",72,"0","Non-Partisan","European","Independent",140277,"Apartment",491666,"0"
"113","dc","1",61,"0","Democratic","Likely African-American","Democratic",34210,"Apartment",847957,"0"
"114","ga","1",87,"1","Democratic","Likely African-American","Democratic",66104,"Residential",61656,"1"
"115","ny","0",55,"1","Democratic","Hispanic and Portuguese","Democratic",49285,"Apartment",64099,"0"
"116","mi","1",32,"1","Non-Partisan","European","Independent",46249,"Residential",87500,"0"
"117","co","0",45,"1","Democratic","Likely African-American","Democratic",115440,"Residential",702276,"0"
"118","pa","0",60,"0","Non-Partisan","European","Independent",47129,"Residential",184913,"0"
"119","mo","1",74,"1","Republican","","Republican",27000,"Residential",159881,"0"
"120","wy","1",65,"1","Republican","European","Republican",92173,"Apartment",373906,"0"
"121","nj","0",27,"1","Non-Partisan","Hispanic and Portuguese","Independent",82000,"Apartment",233378,"0"
"122","tx","1",23,"1","Republican","European","Republican",64544,"Residential",114911,"0"
"123","ny","1",60,"1","Democratic","East and South Asian","Democratic & Independent",250000,"Apartment",944215,"1"
"124","ok","1",51,"0","Republican","European","Republican",135000,"Residential",233017,"0"
"125","nm","1",63,"1","Democratic","European","Democratic",NA,"Residential",NA,"1"
"126","or","1",54,"1","Non-Partisan","European","Independent",53000,"Residential",189864,"0"
"127","ar","1",79,"1","Republican","European","Republican",165000,"Residential",428514,"1"
"128","ny","1",69,"0","Non-Partisan","European","Democratic & Independent",15146,"Residential",262639,"0"
"129","wa","1",36,"0","Republican","European","Republican",107499,"Residential",302047,"0"
"130","mi","0",24,"1","Republican","","Democratic & Republican",77000,"Residential",130423,"0"
"131","ma","1",30,"1","Non-Partisan","Hispanic and Portuguese","Independent",250000,"Residential",915202,"0"
"132","oh","0",45,"0","Non-Partisan","European","Independent",59374,"Residential",114499,"0"
"133","co","1",30,"1","Non-Partisan","European","Republican & Independent",145000,"Residential",866504,"0"
"134","dc","1",NA,"0","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"0"
"135","co","0",32,"1","Non-Partisan","European","Republican & Independent",53541,"Apartment",325000,"0"
"136","wa","1",52,"1","Democratic","East and South Asian","Democratic",99000,"Residential",1194825,"0"
"137","mo","1",52,"0","Republican","European","Republican",160000,"Residential",448147,"0"
"138","ma","1",57,"0","Republican","European","Republican",249000,"Residential",642561,"0"
"139","ga","0",33,"1","Non-Partisan","Hispanic and Portuguese","Independent",29933,"Residential",108107,"0"
"140","sc","1",37,"1","Democratic","European","Democratic",71028,"Residential",211879,"0"
"141","il","0",57,"1","Republican","Hispanic and Portuguese","Republican",33451,"Residential",220555,"0"
"142","il","1",26,"1","Non-Partisan","","Independent",166419,"Unknown",246306,"0"
"143","pa","1",60,"0","Republican","","Republican",198983,"Residential",850431,"0"
"144","dc","0",NA,"0","Democratic","Likely African-American","Democratic",151000,"Apartment",532406,"0"
"145","wa","0",42,"1","Democratic","European","Democratic",116000,"Apartment",158692,"0"
"146","mn","1",50,"0","Republican","European","Democratic & Republican",72000,"Residential",208549,"0"
"147","in","0",37,"1","Democratic","European","Democratic",72000,"Residential",87646,"0"
"148","ca","1",81,"1","Non-Partisan","Hispanic and Portuguese","Independent",95651,"Residential",348989,"0"
"149","ks","1",73,"1","Democratic","European","Democratic",25000,"Residential",202563,"0"
"150","oh","1",49,"0","Republican","European","Republican",26582,"Residential",99499,"0"
"151","ca","1",51,"1","Non-Partisan","European","Democratic & Republican & Independent",96000,"Residential",394274,"1"
"152","oh","1",73,"0","Democratic","European","Democratic & Republican",12000,"Residential",170974,"1"
"153","fl","1",52,"0","Registered Independent","European","Republican & Independent",119428,"Residential",587499,"0"
"154","tx","1",68,"1","Democratic","Hispanic and Portuguese","Democratic",64000,"Residential",139582,"0"
"155","il","1",67,"1","Republican","Hispanic and Portuguese","Republican",77678,"Residential",113689,"0"
"156","ca","1",56,"1","Republican","Hispanic and Portuguese","Democratic & Republican",30000,"Apartment",166040,"0"
"157","fl","0",37,"1","Non-Partisan","Hispanic and Portuguese","Independent",57000,"Residential",346849,"0"
"158","pa","1",19,"1","Non-Partisan","European","Democratic & Republican & Independent",62000,"Residential",155918,"1"
"159","ny","1",28,"0","Democratic","European","Democratic",61000,"Apartment",237500,"0"
"160","id","1",39,"0","Non-Partisan","","Independent",131533,"Residential",162500,"1"
"161","ca","1",59,"1","Republican","European","Republican",97000,"Residential",475000,"0"
"162","wa","1",28,"1","Non-Partisan","European","Independent",37000,"Apartment",196327,"0"
"163","tx","0",22,"1","Republican","European","Republican",69721,"Residential",242512,"0"
"164","nj","1",39,"1","Democratic","European","Democratic & Republican & Independent",129000,"Residential",1234939,"1"
"165","mn","1",19,"1","Non-Partisan","European","Independent",121000,"Residential",280967,"0"
"166","mi","1",49,"1","Democratic","European","Democratic",80000,"Residential",131720,"1"
"167","ny","1",42,"0","Democratic","East and South Asian","Democratic & Independent",NA,"Apartment",NA,"0"
"168","mo","1",29,"1","Democratic","European","Democratic",57499,"Residential",432409,"0"
"169","in","1",19,"1","Democratic","Likely African-American","Democratic & Independent",55000,"Residential",163331,"0"
"170","nj","1",35,"0","Non-Partisan","European","Republican & Independent",250000,"Residential",1459764,"0"
"171","nj","0",20,"1","Democratic","East and South Asian","Democratic & Independent",79292,"Triplex",295985,"0"
"172","ut","1",24,"0","Democratic","European","Democratic",250000,"Residential",1175354,"1"
"173","wi","0",NA,"1","Non-Partisan","","Independent",NA,"Apartment",NA,"0"
"174","ny","1",66,"1","Democratic","Likely African-American","Democratic",44326,"Apartment",433581,"0"
"175","nv","1",60,"1","Republican","European","Republican",188486,"Unknown",275542,"0"
"176","in","1",79,"1","Republican","European","Republican",47000,"Residential",134118,"0"
"177","ny","0",52,"0","Non-Partisan","European","Democratic & Independent",127499,"Triplex",390832,"0"
"178","ga","1",47,"0","Republican","European","Republican & Independent",129000,"Residential",212147,"1"
"179","sd","1",67,"0","Republican","European","Democratic & Republican",64053,"Apartment",457961,"1"
"180","mn","1",67,"1","Republican","European","Republican",75000,"Residential",147737,"1"
"181","oh","1",20,"0","Republican","European","Republican",250000,"Residential",1244857,"0"
"182","id","1",50,"0","Non-Partisan","European","Republican & Independent",21000,"Residential",137500,"0"
"183","nc","1",64,"0","Democratic","European","Democratic",29450,"Residential",214582,"0"
"184","tx","1",30,"1","Democratic","Hispanic and Portuguese","Democratic & Republican",67195,"Residential",162500,"1"
"185","il","1",43,"1","Democratic","Likely African-American","Democratic",71999,"Apartment",171022,"0"
"186","mn","1",24,"0","Democratic","East and South Asian","Democratic",156000,"Unknown",260713,"0"
"187","tx","1",52,"1","Democratic","Hispanic and Portuguese","Democratic",67000,"Apartment",124062,"0"
"188","ca","1",55,"1","Democratic","Hispanic and Portuguese","Democratic",92714,"Residential",265266,"0"
"189","tx","1",87,"0","Republican","Hispanic and Portuguese","Republican",105000,"Residential",158202,"0"
"190","ma","1",91,"1","Democratic","Likely African-American","Democratic",73000,"Condominium",625000,"0"
"191","nc","0",57,"1","Democratic","Likely African-American","Democratic",43635,"Unknown",112499,"0"
"192","wa","1",81,"0","Republican","European","Republican",22000,"Residential",107238,"1"
"193","fl","1",47,"1","Democratic","European","Democratic",83510,"Residential",87500,"0"
"194","tn","1",22,"0","Non-Partisan","European","Independent",36963,"Residential",60277,"0"
"195","in","1",60,"0","Republican","","Republican & Independent",NA,"Unknown",NA,"0"
"196","mn","1",51,"0","Democratic","Hispanic and Portuguese","Democratic",140000,"Residential",281623,"0"
"197","ca","1",35,"1","Democratic","East and South Asian","Democratic",115000,"Apartment",638711,"0"
"198","tx","1",26,"0","Republican","Hispanic and Portuguese","Republican",81943,"Apartment",111233,"0"
"199","fl","1",85,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",26000,"Unknown",98999,"0"
"200","ca","1",66,"0","Republican","European","Republican & Independent",67499,"Residential",483773,"0"
"201","or","1",40,"0","Non-Partisan","European","Republican & Independent",85000,"Residential",502815,"0"
"202","mi","1",40,"1","Non-Partisan","Other","Independent",72149,"Residential",47105,"1"
"203","de","1",68,"0","Democratic","European","Democratic",146000,"Apartment",90115,"1"
"204","co","1",33,"1","Republican","Hispanic and Portuguese","Republican",71508,"Residential",256199,"0"
"205","wa","1",70,"0","Democratic","European","Democratic",195000,"Residential",878332,"1"
"206","co","1",86,"1","Democratic","European","Democratic",110670,"Residential",266929,"1"
"207","ma","1",71,"0","Democratic","Other","Democratic & Independent",250000,"Residential",1000000,"0"
"208","ny","1",58,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",161000,"Residential",493251,"0"
"209","la","1",73,"1","Democratic","European","Democratic",95000,"Residential",216024,"1"
"210","al","0",50,"1","Democratic","Hispanic and Portuguese","Democratic",63124,"Apartment",272819,"0"
"211","mi","1",32,"0","Democratic","European","Democratic & Republican",22000,"Unknown",49257,"0"
"212","wa","1",20,"1","Democratic","European","Democratic",118000,"Apartment",395098,"0"
"213","tx","1",47,"1","Republican","European","Republican",77836,"Residential",173407,"0"
"214","ct","1",85,"1","Republican","European","Republican",161113,"Apartment",746268,"1"
"215","az","0",23,"1","Republican","European","Republican",NA,"Unknown",NA,"0"
"216","me","0",57,"1","Non-Partisan","European","Independent",44000,"Residential",151249,"0"
"217","sd","0",66,"1","Democratic","","Democratic",24000,"Apartment",257142,"0"
"218","ia","0",37,"0","Democratic","European","Democratic",135713,"Residential",575854,"1"
"219","la","0",55,"0","Republican","European","Republican & Independent",NA,"Unknown",NA,"0"
"220","vt","1",34,"1","Non-Partisan","European","Independent",30000,"Residential",162499,"0"
"221","nc","1",64,"0","Democratic","","Democratic",44000,"Residential",173133,"0"
"222","nc","1",78,"1","Non-Partisan","European","Independent",12000,"Unknown",167519,"0"
"223","ca","1",53,"0","Democratic","Hispanic and Portuguese","Democratic",249000,"Residential",767235,"0"
"224","az","1",42,"1","Democratic","European","Democratic & Independent",NA,"Apartment",NA,"0"
"225","tx","0",29,"0","Democratic","Other","Democratic",123000,"Residential",112500,"0"
"226","in","1",68,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",218000,"Residential",1078335,"1"
"227","ia","0",56,"0","Democratic","European","Democratic",86000,"Residential",173632,"0"
"228","va","0",61,"0","Republican","European","Republican",102000,"Residential",312765,"0"
"229","il","0",33,"1","Democratic","Likely African-American","Democratic",66499,"Unknown",101723,"0"
"230","ok","0",28,"1","Non-Partisan","Hispanic and Portuguese","Republican & Independent",49658,"Unknown",29114,"0"
"231","la","1",29,"0","Non-Partisan","European","Republican & Independent",93909,"Unknown",209793,"0"
"232","wi","0",NA,"0","Non-Partisan","European","Independent",42000,"Apartment",234613,"0"
"233","pa","1",26,"1","Democratic","European","Democratic",NA,"Unknown",NA,"0"
"234","co","1",59,"1","Democratic","European","Democratic",94000,"Residential",390235,"0"
"235","ca","1",27,"0","Non-Partisan","East and South Asian","Democratic & Republican & Independent",226000,"Residential",1000000,"0"
"236","sd","1",73,"1","Registered Independent","European","Republican & Independent",57000,"Residential",144931,"1"
"237","md","0",27,"0","Non-Partisan","European","Republican & Independent",150000,"Residential",844997,"0"
"238","pa","0",20,"0","Non-Partisan","Hispanic and Portuguese","Independent",145000,"Apartment",163689,"0"
"239","ct","1",63,"0","Democratic","","Democratic",91312,"Duplex",831083,"0"
"240","il","1",72,"0","Democratic","European","Democratic",101835,"Residential",381237,"1"
"241","tx","1",40,"1","Democratic","Hispanic and Portuguese","Democratic",97280,"Residential",92649,"0"
"242","tn","1",27,"0","Non-Partisan","European","Independent",42221,"Unknown",120256,"0"
"243","al","1",54,"0","Democratic","Likely African-American","Democratic",63570,"Apartment",152929,"0"
"244","ga","1",20,"1","Democratic","Likely African-American","Democratic",83332,"Unknown",261698,"0"
"245","ga","0",17,"0","Non-Partisan","Likely African-American","Republican & Independent",64000,"Unknown",320018,"0"
"246","fl","1",48,"0","Republican","","Republican",148000,"Condominium",174361,"0"
"247","nj","1",65,"0","Republican","European","Democratic & Republican & Independent",97000,"Residential",473412,"0"
"248","ct","1",34,"1","Democratic","European","Democratic & Republican",124683,"Residential",325000,"1"
"249","ma","1",45,"1","Democratic","European","Democratic",186764,"Residential",894377,"0"
"250","az","1",88,"0","Democratic","European","Democratic",127000,"Residential",162500,"0"
"251","va","1",86,"1","Democratic","European","Democratic",81617,"Residential",418888,"1"
"252","ia","1",59,"0","Non-Partisan","European","Independent",105000,"Residential",237500,"0"
"253","tx","1",46,"0","Republican","","Republican",73000,"Residential",87500,"0"
"254","ca","1",69,"1","Republican","East and South Asian","Republican",84000,"Apartment",371786,"0"
"255","id","1",32,"1","Republican","European","Republican",NA,"Unknown",NA,"0"
"256","mi","1",31,"0","Republican","European","Republican",97114,"Duplex",117499,"0"
"257","in","1",47,"1","Non-Partisan","European","Independent",40472,"Residential",171530,"0"
"258","ny","0",23,"0","Republican","","Republican",95000,"Residential",565373,"0"
"259","sc","0",61,"0","Democratic","Likely African-American","Democratic",76000,"Apartment",96446,"0"
"260","tx","0",24,"0","Non-Partisan","European","Independent",234258,"Residential",173249,"0"
"261","pa","1",63,"0","Democratic","European","Democratic & Republican",242000,"Residential",938829,"0"
"262","tn","1",29,"1","Democratic","European","Democratic",133000,"Unknown",279309,"0"
"263","ny","1",55,"1","Democratic","Hispanic and Portuguese","Democratic",90336,"Apartment",271993,"0"
"264","tx","1",20,"0","Democratic","European","Democratic",31000,"Apartment",117664,"0"
"265","tx","1",49,"0","Republican","Hispanic and Portuguese","Republican",138541,"Residential",614699,"1"
"266","ca","1",31,"1","Non-Partisan","European","Independent",22000,"Unknown",211206,"0"
"267","nc","1",35,"0","Non-Partisan","European","Independent",31000,"Residential",102343,"1"
"268","or","1",86,"1","Republican","European","Republican",78000,"Residential",416189,"1"
"269","ny","0",74,"1","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"1"
"270","tx","1",62,"1","Democratic","Likely African-American","Democratic",31000,"Apartment",185595,"0"
"271","ny","1",38,"0","Conservative","European","Independent",150000,"Apartment",669029,"0"
"272","ma","1",23,"1","Non-Partisan","Hispanic and Portuguese","Independent",190000,"Residential",541327,"0"
"273","tn","1",53,"1","Republican","European","Republican",83172,"Residential",303284,"0"
"274","az","1",48,"1","Republican","European","Republican",211000,"Residential",361183,"0"
"275","az","1",34,"1","Democratic","European","Democratic",152000,"Residential",508563,"0"
"276","mn","1",22,"1","Democratic","European","Democratic & Independent",148000,"Residential",272762,"0"
"277","fl","1",65,"0","Registered Independent","European","Independent",43000,"Apartment",253572,"0"
"278","nc","1",27,"0","Republican","European","Republican",53255,"Unknown",132104,"0"
"279","in","1",32,"0","Democratic","European","Democratic",72286,"Residential",203475,"0"
"280","pa","1",67,"0","Republican","European","Democratic & Republican",48000,"Residential",169232,"0"
"281","mi","1",63,"0","Republican","European","Republican",56000,"Residential",167189,"1"
"282","ny","1",56,"1","Republican","European","Republican",126592,"Apartment",537688,"0"
"283","oh","1",52,"1","Democratic","European","Democratic",112000,"Residential",151614,"0"
"284","va","1",36,"1","Democratic","Hispanic and Portuguese","Democratic",41000,"Residential",120832,"0"
"285","pa","1",48,"1","Democratic","","Democratic",NA,"Apartment",NA,"0"
"286","oh","1",18,"0","Democratic","Likely African-American","Democratic",52303,"Apartment",112500,"0"
"287","ny","1",52,"1","Republican","","Republican & Independent",92000,"Residential",879139,"0"
"288","ny","1",58,"1","Democratic","Likely African-American","Democratic",95908,"Apartment",285384,"0"
"289","tx","0",65,"0","Republican","Hispanic and Portuguese","Republican",11000,"Unknown",196694,"0"
"290","pa","1",29,"0","Democratic","European","Democratic",19000,"Residential",229309,"0"
"291","ms","1",97,"1","Democratic","European","Democratic",74249,"Unknown",135600,"0"
"292","pa","1",42,"0","Republican","","Republican",64614,"Residential",187500,"0"
"293","la","1",42,"1","Democratic","Hispanic and Portuguese","Democratic",120000,"Residential",276707,"1"
"294","nc","0",44,"0","Democratic","Likely African-American","Democratic",98422,"Residential",NA,"0"
"295","ca","0",20,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",132737,"Residential",162500,"0"
"296","mn","1",41,"1","Non-Partisan","European","Independent",62000,"Residential",423808,"0"
"297","nc","0",47,"1","Non-Partisan","East and South Asian","Independent",57000,"Residential",249218,"0"
"298","ca","1",48,"1","Republican","East and South Asian","Republican",62000,"Apartment",272335,"0"
"299","mn","1",81,"1","Non-Partisan","European","Independent",77159,"Residential",210525,"0"
"300","tn","0",67,"1","Non-Partisan","European","Independent",100601,"Apartment",441072,"0"
"301","ny","1",22,"0","Democratic","European","Democratic",92000,"Apartment",426411,"0"
"302","ga","1",28,"1","Republican","European","Republican & Independent",14000,"Residential",262500,"0"
"303","ny","1",83,"0","Democratic","","Democratic",71000,"Residential",162500,"1"
"304","ny","1",51,"0","Non-Partisan","Other","Independent",94000,"Apartment",385806,"0"
"305","va","1",55,"0","Democratic","European","Democratic",39407,"Unknown",325000,"0"
"306","sc","1",34,"1","Democratic","Likely African-American","Democratic",53717,"Apartment",290657,"0"
"307","ca","1",24,"0","Democratic","East and South Asian","Democratic",152556,"Residential",432868,"0"
"308","mi","0",21,"1","Non-Partisan","European","Independent",91000,"Residential",284504,"0"
"309","ok","1",55,"1","Republican","European","Republican",250000,"Residential",378956,"0"
"310","mi","1",22,"1","Democratic","European","Democratic & Independent",132000,"Unknown",166505,"0"
"311","ms","1",77,"0","Non-Partisan","European","Republican & Independent",97000,"Residential",148749,"1"
"312","ny","1",35,"0","Republican","European","Republican & Independent",212000,"Apartment",940373,"0"
"313","mi","1",71,"1","Democratic","European","Democratic",58000,"Residential",307143,"1"
"314","mn","1",43,"1","Democratic","","Democratic",234258,"Residential",594481,"0"
"315","ny","1",69,"0","Independence","","Democratic & Independent",70696,"Residential",259349,"1"
"316","il","1",73,"1","Non-Partisan","European","Independent",43055,"Residential",91987,"0"
